,model,sentence,correct,txt,sent_type
1070,gpt-4o-mini,The turkey sat on the table while Bill ate.,True,"Splitted:  
1. The turkey sat on the table.  
2. Bill ate.",nonGP_prob
1071,gpt-4o-mini,The baby sat on the table while Bill ate.,True,"1. The baby sat on the table.  
2. Bill ate.",nonGP_improb
1072,gpt-4o-mini,The bread rose in the oven while Janet baked.,True,"Splitted:  
1. The bread rose in the oven.  
2. Janet baked.",nonGP_prob
1073,gpt-4o-mini,The pressure rose in the oven while Janet baked.,True,"1. The pressure rose in the oven.  
2. Janet baked.",nonGP_improb
1074,gpt-4o-mini,The team left the restaurant while the public cheered.,True,"1. The team left the restaurant.  
2. The public cheered.",nonGP_prob
1075,gpt-4o-mini,The rats left the restaurant while the public cheered.,True,"1. The rats left the restaurant.  
2. The public cheered.",nonGP_improb
1076,gpt-4o-mini,The floor was filled with stains while the cleaner mopped.,True,"1. The floor was filled with stains.  
2. The cleaner mopped.",nonGP_prob
1077,gpt-4o-mini,The ceiling was filled with stains while the cleaner mopped.,True,"1. The ceiling was filled with stains.  
2. The cleaner mopped.",nonGP_improb
1078,gpt-4o-mini,The meal impressed the couple while the chef cooked.,True,"1. The meal impressed the couple.  
2. The chef cooked.",nonGP_prob
1079,gpt-4o-mini,The cat impressed the couple while the chef cooked.,True,"Splitted:  
1. The cat impressed the couple.  
2. The chef cooked.",nonGP_improb
1080,gpt-4o-mini,The homework waited on the table while the child finished.,True,"1. The homework waited on the table.  
2. The child finished.",nonGP_prob
1081,gpt-4o-mini,The tax forms waited on the table while the child finished.,True,"1. The tax forms waited on the table.  
2. The child finished.",nonGP_improb
1082,gpt-4o-mini,The sweater sold to the highest bidder while the student knitted.,True,"1. The sweater sold to the highest bidder.  
2. The student knitted.",nonGP_prob
1083,gpt-4o-mini,The painting sold to the highest bidder while the student knitted.,True,"1. The painting sold to the highest bidder.  
2. The student knitted.",nonGP_improb
1084,gpt-4o-mini,The comet lit up the room while the astronomer observed.,True,"Splitted:  
1. The comet lit up the room.  
2. The astronomer observed.",nonGP_prob
1085,gpt-4o-mini,The lightbulb lit up the room while the astronomer observed.,True,"1. The lightbulb lit up the room.  
2. The astronomer observed.",nonGP_improb
1086,gpt-4o-mini,The game bored the children while the players started.,True,"1. The game bored the children.  
2. The players started.",nonGP_prob
1087,gpt-4o-mini,The lesson bored the children while the players started.,True,"Splitted:  
1. The lesson bored the children.  
2. The players started.",nonGP_improb
1088,gpt-4o-mini,The students looked at the board while the professor taught.,True,"1. The students looked at the board.  
2. The professor taught.",nonGP_prob
1089,gpt-4o-mini,The puppies looked at the board while the professor taught.,True,"Splitted:  
1. The puppies looked at the board.  
2. The professor taught.",nonGP_improb
1090,gpt-4o-mini,The melody echoed through the hall while the pianist practiced.,True,"1. The melody echoed through the hall.  
2. The pianist practiced.",nonGP_prob
1091,gpt-4o-mini,The vacuum echoed through the hall while the pianist practiced.,True,"Splitted: 
1. The vacuum echoed through the hall. 
2. The pianist practiced.",nonGP_improb
1092,gpt-4o-mini,The bar buzzed with activity while the couple left.,True,"1. The bar buzzed with activity.  
2. The couple left.",nonGP_prob
1093,gpt-4o-mini,The hive buzzed with activity while the couple left.,True,"1. The hive buzzed with activity.  
2. The couple left.",nonGP_improb
1094,gpt-4o-mini,The tomatoes hanged on the vine while the gardener harvested.,True,"1. The tomatoes hanged on the vine.  
2. The gardener harvested.",nonGP_prob
1095,gpt-4o-mini,The chrysalis hanged on the vine while the gardener harvested.,True,"Splitted:  
1. The chrysalis hanged on the vine.  
2. The gardener harvested.",nonGP_improb
1096,gpt-4o-mini,The cart moved silently while the horse pulled.,True,"1. The cart moved silently.  
2. The horse pulled.",nonGP_prob
1097,gpt-4o-mini,The submarine moved silently while the horse pulled.,True,"1. The submarine moved silently.  
2. The horse pulled.",nonGP_improb
1098,gpt-4o-mini,The child giggled with delight while Jim bathed.,True,"1. The child giggled with delight.  
2. Jim bathed.",GP_reflexive
1099,gpt-4o-mini,The baboons sat in the grass while the chimps groomed.,True,"1. The baboons sat in the grass.  
2. The chimps groomed.",GP_reflexive
1100,gpt-4o-mini,The car sat in the driveway while Frank dried off.,False,"1. The car sat in the driveway.  
2. Frank dried off.",nonGP_reflexive
1101,gpt-4o-mini,The neighbor coughed loudly while Betty woke up.,False,"1. The neighbor coughed loudly.  
2. Betty woke up.",nonGP_reflexive
1102,gpt-4o-mini,The jewelry sparkled brightly while the thief hid.,False,"1. The jewelry sparkled brightly.  
2. The thief hid.",GP_reflexive
1103,gpt-4o-mini,The baby spit up on the bed while Anna dressed.,False,"Splitted:
1. The baby spit up on the bed. 
2. Anna dressed.",GP_reflexive
1104,gpt-4o-mini,The dog barked loudly while the boy washed.,False,"1. The dog barked loudly.  
2. The boy washed.",nonGP_reflexive
1105,gpt-4o-mini,The horse stood in the stall while the jockey settled down.,False,"1. The horse stood in the stall.  
2. The jockey settled down.",nonGP_reflexive
1106,gpt-4o-mini,The baby cried softly while the mother undressed.,False,"Splitted:  
1. The baby cried softly.  
2. The mother undressed.",GP_reflexive
1107,gpt-4o-mini,The patient watched TV while the nurse shaved.,False,"Splitted:  
1. The patient watched TV.  
2. The nurse shaved.",GP_reflexive
1108,gpt-4o-mini,The cat stared at the dog while the girl scratched.,False,"1. The cat stared at the dog.  
2. The girl scratched.",nonGP_reflexive
1109,gpt-4o-mini,The children sat on the bed while the mother calmed down.,False,"1. The children sat on the bed. 
2. The mother calmed down.",nonGP_reflexive
1110,gpt-4o-mini,The painting stood the test of time while the artist changed.,False,"1. The painting stood the test of time.  
2. The artist changed.",GP_reflexive
1111,gpt-4o-mini,The tomatoes invaded the garden while the child grew.,False,"1. The tomatoes invaded the garden.  
2. The child grew.",GP_reflexive
1112,gpt-4o-mini,The ball kept moving across the room while the toddler rolled.,False,"Splitted:  
1. The ball kept moving across the room.  
2. The toddler rolled.",nonGP_reflexive
1113,gpt-4o-mini,The wheel made weird noises while the mechanic turned.,False,"1. The wheel made weird noises.  
2. The mechanic turned.",nonGP_reflexive
1114,gpt-4o-mini,The river stayed warm while the ice cap shrank.,False,"1. The river stayed warm.  
2. The ice cap shrank.",GP_reflexive
1115,gpt-4o-mini,The bat fell on the road while the gymnast swung.,False,"1. The bat fell on the road.  
2. The gymnast swung.",GP_reflexive
1116,gpt-4o-mini,The athletes started the game while Bill trained.,False,"1. The athletes started the game.  
2. Bill trained.",nonGP_reflexive
1117,gpt-4o-mini,The bone went bad while the dog moved.,False,"1. The bone went bad.  
2. The dog moved.",nonGP_reflexive
1118,gpt-4o-mini,The valley kept on living quietly while the river flooded.,False,"1. The valley kept on living quietly.  
2. The river flooded.",GP_reflexive
1119,gpt-4o-mini,The window moved on its axis while the log broke.,False,"1. The window moved on its axis.  
2. The log broke.",GP_reflexive
1120,gpt-4o-mini,The fire warmed the children while the match lit.,False,"Splitted:  
1. The fire warmed the children.  
2. The match lit.",nonGP_reflexive
1121,gpt-4o-mini,The boat was stranded in the ocean while the wave crashed.,False,"1. The boat was stranded in the ocean.  
2. The wave crashed.",nonGP_reflexive
1122,gpt-4o-mini,The deer ran into the woods while the man hunted.,True,"Splitted:  
1. The deer ran into the woods.  
2. The man hunted.",nonGP_prob
1123,gpt-4o-mini,The child ran into the woods while the man hunted.,True,"1. The child ran into the woods.  
2. The man hunted.",nonGP_improb
1124,gpt-4o-mini,The boat veered off course while the skipper sailed.,True,"1. The boat veered off course.  
2. The skipper sailed.",nonGP_prob
1125,gpt-4o-mini,The car veered off course while the skipper sailed.,True,"Splitted:  
1. The car veered off course.  
2. The skipper sailed.",nonGP_improb
1126,gpt-4o-mini,The symphony played on the radio while the orchestra performed.,True,"1. The symphony played on the radio.  
2. The orchestra performed.",nonGP_prob
1127,gpt-4o-mini,The newsflash played on the radio while the orchestra performed.,True,"1. The newsflash played on the radio.  
2. The orchestra performed.",nonGP_improb
1128,gpt-4o-mini,The dress got delivered while the bridesmaid ordered.,True,"Splitted:  
1. The dress got delivered.  
2. The bridesmaid ordered.",nonGP_prob
1129,gpt-4o-mini,The tractor got delivered while the bridesmaid ordered.,True,"Splitted:  
1. The tractor got delivered.  
2. The bridesmaid ordered.",nonGP_improb
1130,gpt-4o-mini,The letter fell off the table while Susan wrote.,True,"1. The letter fell off the table.  
2. Susan wrote.",nonGP_prob
1131,gpt-4o-mini,The Bible fell off the table while Susan wrote.,True,"1. The Bible fell off the table.  
2. Susan wrote.",nonGP_improb
1132,gpt-4o-mini,The tractor pulled the car while the farmer steered.,True,"Splitted:  
1. The tractor pulled the car.  
2. The farmer steered.",nonGP_prob
1133,gpt-4o-mini,The tank pulled the car while the farmer steered.,True,"1. The tank pulled the car.  
2. The farmer steered.",nonGP_improb
1134,gpt-4o-mini,The contract lay on the roll-top desk while the lawyer studied.,True,"1. The contract lay on the roll-top desk.  
2. The lawyer studied.",nonGP_prob
1135,gpt-4o-mini,The cat lay on the roll-top desk while the lawyer studied.,True,"1. The cat lay on the roll-top desk.  
2. The lawyer studied.",nonGP_improb
1136,gpt-4o-mini,The balls fell on the ground while the clown juggled.,True,"Splitted:  
1. The balls fell on the ground.  
2. The clown juggled.",nonGP_prob
1137,gpt-4o-mini,The cats fell on the ground while the clown juggled.,True,"1. The cats fell on the ground.  
2. The clown juggled.",nonGP_improb
1138,gpt-4o-mini,The rug lost its colors while Anne vacuumed.,True,"1. The rug lost its colors.  
2. Anne vacuumed.",nonGP_prob
1139,gpt-4o-mini,The chameleon lost its colors while Anne vacuumed.,True,"1. The chameleon lost its colors.  
2. Anne vacuumed.",nonGP_improb
1140,o1-mini,The memo neared completion while the secretary typed.,True,"Splitted:
1. The memo neared completion.
2. The secretary typed.",nonGP_prob
1141,o1-mini,The drawing neared completion while the secretary typed.,True,"Splitted:
1. The drawing neared completion.
2. The secretary typed.",nonGP_improb
1142,o1-mini,The canoe headed toward a waterfall while the explorer paddled.,True,"Splitted:
1. The canoe headed toward a waterfall.
2. The explorer paddled.",nonGP_prob
1143,o1-mini,The yacht headed toward a waterfall while the explorer paddled.,True,"Splitted:
1. The yacht headed toward a waterfall.
2. The explorer paddled.",nonGP_improb
1144,o1-mini,The horse sweated profusely while the cowboy rode.,True,"Splitted:
1. The horse sweated profusely.
2. The cowboy rode.",nonGP_prob
1145,o1-mini,The leopard sweated profusely while the cowboy rode.,True,"Splitted:  
1. The leopard sweated profusely.  
2. The cowboy rode.",nonGP_improb
1146,o1-mini,The hot dog began to burn while Tom grilled.,True,"Splitted:
1. The hot dog began to burn.
2. Tom grilled.",nonGP_prob
1147,o1-mini,The barn began to burn while Tom grilled.,True,"Splitted:
1. The barn began to burn.
2. Tom grilled.",nonGP_improb
1148,o1-mini,The building represented modern times style while the architect drew.,True,"1. The building represented modern times style.
2. The architect drew.",nonGP_prob
1149,o1-mini,The melody represented modern times style while the architect drew.,True,"Splitted:
1. The melody represented modern times style.
2. The architect drew.",nonGP_improb
1150,o1-mini,The soup boiled over while the chef stirred.,True,"Splitted:
1. The soup boiled over.
2. The chef stirred.",nonGP_prob
1151,o1-mini,The acid boiled over while the chef stirred.,True,"1. The acid boiled over.  
2. The chef stirred.",nonGP_improb
1152,o1-mini,The tunnel echoed with mysterious sounds while the tourist explored.,True,"Splitted:
1. The tunnel echoed with mysterious sounds.
2. The tourist explored.",nonGP_prob
1153,o1-mini,The trunk echoed with mysterious sounds while the tourist explored.,True,"Splitted:
1. The trunk echoed with mysterious sounds.
2. The tourist explored.",nonGP_improb
1154,o1-mini,The water spilled on the floor while the woman drank.,True,"Splitted:
1. The water spilled on the floor.
2. The woman drank.",nonGP_prob
1155,o1-mini,The mud spilled on the floor while the woman drank.,True,"1. The mud spilled on the floor.
2. The woman drank.",nonGP_improb
1156,o1-mini,The frog kicked vigorously while the snake swallowed.,True,"Splitted:
1. The frog kicked vigorously.
2. The snake swallowed.",nonGP_prob
1157,o1-mini,The hippo kicked vigorously while the snake swallowed.,True,"Splitted:
1. The hippo kicked vigorously.
2. The snake swallowed.",nonGP_improb
1158,o1-mini,The baboon screamed in terror while the lion attacked.,True,"Splitted:
1. The baboon screamed in terror.
2. The lion attacked.",nonGP_prob
1159,o1-mini,The penguin screamed in terror while the lion attacked.,True,"Splitted:
1. The penguin screamed in terror.
2. The lion attacked.",nonGP_improb
1160,o1-mini,The picture tipped over while the maid dusted.,True,"Splitted:
1. The picture tipped over.
2. The maid dusted.",nonGP_prob
1161,o1-mini,The cow tipped over while the maid dusted.,True,"Splitted:
1. The cow tipped over.
2. The maid dusted.",nonGP_improb
1162,o1-mini,The children formed a line while the teacher counted.,True,"Splitted:
1. The children formed a line.
2. The teacher counted.",nonGP_prob
1163,o1-mini,The ants formed a line while the teacher counted.,True,"Splitted:
1. The ants formed a line.
2. The teacher counted.",nonGP_improb
1164,o1-mini,The challenger stumbled and fell while the champion raced.,True,"Splitted:
1. The challenger stumbled and fell.
2. The champion raced.",nonGP_prob
1165,o1-mini,The spectator stumbled and fell while the champion raced.,True,"Splitted:
1. The spectator stumbled and fell.
2. The champion raced.",nonGP_improb
1166,o1-mini,The violin went out of tune while jerry played.,True,"Splitted:
1. The violin went out of tune.
2. Jerry played.",nonGP_prob
1167,o1-mini,The speakers went out of tune while jerry played.,True,"Splitted:
1. The speakers went out of tune.
2. Jerry played.",nonGP_improb
1168,o1-mini,The rainbow slowly faded outside while the girl painted.,True,"Splitted:
1. The rainbow slowly faded outside.
2. The girl painted.",nonGP_prob
1169,o1-mini,The music slowly faded outside while the girl painted.,True,"1. The music slowly faded outside.
2. The girl painted.",nonGP_improb
1170,o1-mini,The van bumped the curb while Kendra parked.,True,"1. The van bumped the curb.
2. Kendra parked.",nonGP_prob
1171,o1-mini,The horse bumped the curb while Kendra parked.,True,"1. The horse bumped the curb.
2. Kendra parked.",nonGP_improb
1172,o1-mini,The dog stood in the yard while Angela cleaned.,True,"1. The dog stood in the yard.
2. Angela cleaned.",nonGP_prob
1173,o1-mini,The mailman stood in the yard while Angela cleaned.,True,"Splitted:
1. The mailman stood in the yard.
2. Angela cleaned.",nonGP_improb
1174,o1-mini,The pipe glowed brightly while the sailor smoked.,True,"Splitted:
1. The pipe glowed brightly.
2. The sailor smoked.",nonGP_prob
1175,o1-mini,The firefly glowed brightly while the sailor smoked.,True,"Splitted:
1. The firefly glowed brightly.
2. The sailor smoked.",nonGP_improb
1176,o1-mini,The dancer blocked the sidewalk while the tourist filmed.,True,"Splitted:
1. The dancer blocked the sidewalk.
2. The tourist filmed.",nonGP_prob
1177,o1-mini,The trashbags blocked the sidewalk while the tourist filmed.,True,"Splitted:
1. The trashbags blocked the sidewalk.
2. The tourist filmed.",nonGP_improb
1178,o1-mini,The opponent shouted insults while the athlete wrestled.,True,"Splitted:
1. The opponent shouted insults.
2. The athlete wrestled.",nonGP_prob
1179,o1-mini,The audience shouted insults while the athlete wrestled.,True,"Splitted:
1. The audience shouted insults.
2. The athlete wrestled.",nonGP_improb
1180,o1-mini,The enemy retreated while the warrior fought.,True,"1. The enemy retreated.
2. The warrior fought.",nonGP_prob
1181,o1-mini,The rhino retreated while the warrior fought.,True,"Splitted:
1. The rhino retreated.
2. The warrior fought.",nonGP_improb
1182,o1-mini,The steak fell to the floor while Harry chewed.,True,"Splitted:
1. The steak fell to the floor.
2. Harry chewed.",nonGP_prob
1183,o1-mini,The book fell to the floor while Harry chewed.,True,"1. The book fell to the floor.
2. Harry chewed.",nonGP_improb
1184,o1-mini,The turkey sat on the table while Bill ate.,True,"1. The turkey sat on the table.
2. Bill ate.",nonGP_prob
1185,o1-mini,The baby sat on the table while Bill ate.,True,"Splitted:
1. The baby sat on the table.
2. Bill ate.",nonGP_improb
1186,o1-mini,The bread rose in the oven while Janet baked.,True,"Splitted:
1. The bread rose in the oven.
2. Janet baked.",nonGP_prob
1187,o1-mini,The pressure rose in the oven while Janet baked.,True,"Splitted:
1. The pressure rose in the oven.
2. Janet baked.",nonGP_improb
1188,o1-mini,The team left the restaurant while the public cheered.,True,"Splitted:
1. The team left the restaurant.
2. The public cheered.",nonGP_prob
1189,o1-mini,The rats left the restaurant while the public cheered.,True,"1. The rats left the restaurant.
2. The public cheered.",nonGP_improb
1190,o1-mini,The floor was filled with stains while the cleaner mopped.,True,"Splitted:
1. The floor was filled with stains.
2. The cleaner mopped.",nonGP_prob
1191,o1-mini,The ceiling was filled with stains while the cleaner mopped.,True,"Splitted:  
1. The ceiling was filled with stains.  
2. The cleaner mopped.",nonGP_improb
1192,o1-mini,The meal impressed the couple while the chef cooked.,True,"1. The meal impressed the couple.
2. The chef cooked.",nonGP_prob
1193,o1-mini,The cat impressed the couple while the chef cooked.,True,"Splitted:
1. The cat impressed the couple.
2. The chef cooked.",nonGP_improb
1194,o1-mini,The homework waited on the table while the child finished.,True,"1. The homework waited on the table.
2. The child finished.",nonGP_prob
1195,o1-mini,The tax forms waited on the table while the child finished.,True,"Splitted:
1. The tax forms waited on the table.
2. The child finished.",nonGP_improb
1196,o1-mini,The sweater sold to the highest bidder while the student knitted.,True,"1. The sweater sold to the highest bidder.
2. The student knitted.",nonGP_prob
1197,o1-mini,The painting sold to the highest bidder while the student knitted.,True,"1. The painting sold to the highest bidder.
2. The student knitted.",nonGP_improb
1198,o1-mini,The comet lit up the room while the astronomer observed.,True,"Splitted:
1. The comet lit up the room.
2. The astronomer observed.",nonGP_prob
1199,o1-mini,The lightbulb lit up the room while the astronomer observed.,True,"Splitted:
1. The lightbulb lit up the room.
2. The astronomer observed.",nonGP_improb
1200,o1-mini,The game bored the children while the players started.,True,"1. The game bored the children.
2. The players started.",nonGP_prob
1201,o1-mini,The lesson bored the children while the players started.,True,"Splitted:
1. The lesson bored the children.
2. The players started.",nonGP_improb
1202,o1-mini,The students looked at the board while the professor taught.,True,"Splitted:
1. The students looked at the board.
2. The professor taught.",nonGP_prob
1203,o1-mini,The puppies looked at the board while the professor taught.,True,"Splitted:
1. The puppies looked at the board.
2. The professor taught.",nonGP_improb
1204,o1-mini,The melody echoed through the hall while the pianist practiced.,True,"Splitted:
1. The melody echoed through the hall.
2. The pianist practiced.",nonGP_prob
1205,o1-mini,The vacuum echoed through the hall while the pianist practiced.,True,"Splitted:
1. The vacuum echoed through the hall.
2. The pianist practiced.",nonGP_improb
1206,o1-mini,The bar buzzed with activity while the couple left.,True,"1. The bar buzzed with activity.
2. The couple left.",nonGP_prob
1207,o1-mini,The hive buzzed with activity while the couple left.,True,"1. The hive buzzed with activity.
2. The couple left.",nonGP_improb
1208,o1-mini,The tomatoes hanged on the vine while the gardener harvested.,True,"1. The tomatoes hung on the vine.
2. The gardener harvested.",nonGP_prob
1209,o1-mini,The chrysalis hanged on the vine while the gardener harvested.,True,"1. The chrysalis hanged on the vine.
2. The gardener harvested.",nonGP_improb
1210,o1-mini,The cart moved silently while the horse pulled.,True,"Splitted:
1. The cart moved silently.
2. The horse pulled.",nonGP_prob
1211,o1-mini,The submarine moved silently while the horse pulled.,True,"1. The submarine moved silently.
2. The horse pulled.",nonGP_improb
1212,o1-mini,The child giggled with delight while Jim bathed.,True,"Splitted:
1. The child giggled with delight.
2. Jim bathed.",GP_reflexive
1213,o1-mini,The baboons sat in the grass while the chimps groomed.,True,"1. The baboons sat in the grass.
2. The chimps groomed.",GP_reflexive
1214,o1-mini,The car sat in the driveway while Frank dried off.,False,"1. The car sat in the driveway.
2. Frank dried off.",nonGP_reflexive
1215,o1-mini,The neighbor coughed loudly while Betty woke up.,False,"1. The neighbor coughed loudly.
2. Betty woke up.",nonGP_reflexive
1216,o1-mini,The jewelry sparkled brightly while the thief hid.,False,"1. The jewelry sparkled brightly.  
2. The thief hid.",GP_reflexive
1217,o1-mini,The baby spit up on the bed while Anna dressed.,False,"1. The baby spit up on the bed.
2. Anna dressed.",GP_reflexive
1218,o1-mini,The dog barked loudly while the boy washed.,False,"Splitted:
1. The dog barked loudly.
2. The boy washed.",nonGP_reflexive
1219,o1-mini,The horse stood in the stall while the jockey settled down.,False,"1. The horse stood in the stall.
2. The jockey settled down.",nonGP_reflexive
1220,o1-mini,The baby cried softly while the mother undressed.,False,"Splitted:
1. The baby cried softly.
2. The mother undressed.",GP_reflexive
1221,o1-mini,The patient watched TV while the nurse shaved.,False,"1. The patient watched TV.

2. The nurse shaved.",GP_reflexive
1222,o1-mini,The cat stared at the dog while the girl scratched.,False,"1. The cat stared at the dog.
2. The girl scratched.",nonGP_reflexive
1223,o1-mini,The children sat on the bed while the mother calmed down.,False,"1. The children sat on the bed.  
2. The mother calmed down.",nonGP_reflexive
1224,o1-mini,The painting stood the test of time while the artist changed.,False,"Splitted:
1. The painting stood the test of time.
2. The artist changed.",GP_reflexive
1225,o1-mini,The tomatoes invaded the garden while the child grew.,False,"Splitted:
1. The tomatoes invaded the garden.
2. The child grew.",GP_reflexive
1226,o1-mini,The ball kept moving across the room while the toddler rolled.,False,"Splitted:  
1. The ball kept moving across the room.  
2. The toddler rolled.",nonGP_reflexive
1227,o1-mini,The wheel made weird noises while the mechanic turned.,False,"Splitted:  
1. The wheel made weird noises.  
2. The mechanic turned.",nonGP_reflexive
1228,o1-mini,The river stayed warm while the ice cap shrank.,False,"1. The river stayed warm.
2. The ice cap shrank.",GP_reflexive
1229,o1-mini,The bat fell on the road while the gymnast swung.,False,"1. The bat fell on the road.
2. The gymnast swung.",GP_reflexive
1230,o1-mini,The athletes started the game while Bill trained.,False,"1. The athletes started the game.  
2. Bill trained.",nonGP_reflexive
1231,o1-mini,The bone went bad while the dog moved.,False,"Splitted:
1. The bone went bad.
2. The dog moved.",nonGP_reflexive
1232,o1-mini,The valley kept on living quietly while the river flooded.,False,"Splitted:
1. The valley kept on living quietly.
2. The river flooded.",GP_reflexive
1233,o1-mini,The window moved on its axis while the log broke.,False,"1. The window moved on its axis.
2. The log broke.",GP_reflexive
1234,o1-mini,The fire warmed the children while the match lit.,False,"Splitted:
1. The fire warmed the children.
2. The match lit.",nonGP_reflexive
1235,o1-mini,The boat was stranded in the ocean while the wave crashed.,False,"1. The boat was stranded in the ocean.
2. The wave crashed.",nonGP_reflexive
1236,o1-mini,The deer ran into the woods while the man hunted.,True,"Splitted:
1. The deer ran into the woods.
2. The man hunted.",nonGP_prob
1237,o1-mini,The child ran into the woods while the man hunted.,True,"Splitted:
1. The child ran into the woods.
2. The man hunted.",nonGP_improb
1238,o1-mini,The boat veered off course while the skipper sailed.,True,"Splitted:
1. The boat veered off course.
2. The skipper sailed.",nonGP_prob
1239,o1-mini,The car veered off course while the skipper sailed.,True,"Splitted:
1. The car veered off course.
2. The skipper sailed.",nonGP_improb
1240,o1-mini,The symphony played on the radio while the orchestra performed.,True,"1. The symphony played on the radio.
2. The orchestra performed.",nonGP_prob
1241,o1-mini,The newsflash played on the radio while the orchestra performed.,True,"Splitted:
1. The newsflash played on the radio.
2. The orchestra performed.",nonGP_improb
1242,o1-mini,The dress got delivered while the bridesmaid ordered.,True,"1. The dress got delivered.
2. The bridesmaid ordered.",nonGP_prob
1243,o1-mini,The tractor got delivered while the bridesmaid ordered.,True,"Splitted:
1. The tractor got delivered.
2. The bridesmaid ordered.",nonGP_improb
1244,o1-mini,The letter fell off the table while Susan wrote.,True,"Splitted:
1. The letter fell off the table.
2. Susan wrote.",nonGP_prob
1245,o1-mini,The Bible fell off the table while Susan wrote.,True,"Splitted:
1. The Bible fell off the table.
2. Susan wrote.",nonGP_improb
1246,o1-mini,The tractor pulled the car while the farmer steered.,True,"Splitted:
1. The tractor pulled the car.
2. The farmer steered.",nonGP_prob
1247,o1-mini,The tank pulled the car while the farmer steered.,True,"Splitted:
1. The tank pulled the car.
2. The farmer steered.",nonGP_improb
1248,o1-mini,The contract lay on the roll-top desk while the lawyer studied.,True,"1. The contract lay on the roll-top desk.
2. The lawyer studied.",nonGP_prob
1249,o1-mini,The cat lay on the roll-top desk while the lawyer studied.,True,"Splitted:
1. The cat lay on the roll-top desk.
2. The lawyer studied.",nonGP_improb
1250,o1-mini,The balls fell on the ground while the clown juggled.,True,"Splitted:
1. The balls fell on the ground.
2. The clown juggled.",nonGP_prob
1251,o1-mini,The cats fell on the ground while the clown juggled.,True,"1. The cats fell on the ground.
2. The clown juggled.",nonGP_improb
1252,o1-mini,The rug lost its colors while Anne vacuumed.,True,"Splitted:
1. The rug lost its colors.
2. Anne vacuumed.",nonGP_prob
1253,o1-mini,The chameleon lost its colors while Anne vacuumed.,True,"Splitted:
1. The chameleon lost its colors.
2. Anne vacuumed.",nonGP_improb
1254,o1-preview,The memo neared completion while the secretary typed.,True,"Splitted: 
1. The memo neared completion. 
2. The secretary typed.",nonGP_prob
1255,o1-preview,The drawing neared completion while the secretary typed.,True,"Splitted:  
1. The drawing neared completion.  
2. The secretary typed.",nonGP_improb
1256,o1-preview,The canoe headed toward a waterfall while the explorer paddled.,True,"Splitted:
1. The canoe headed toward a waterfall.
2. The explorer paddled.",nonGP_prob
1257,o1-preview,The yacht headed toward a waterfall while the explorer paddled.,True,"Splitted:
1. The yacht headed toward a waterfall.
2. The explorer paddled.",nonGP_improb
1258,o1-preview,The horse sweated profusely while the cowboy rode.,True,"Splitted:
1. The cowboy rode the horse.
2. The horse sweated profusely.",nonGP_prob
1259,o1-preview,The leopard sweated profusely while the cowboy rode.,True,"Splitted:  
1. The leopard sweated profusely.  
2. The cowboy rode.",nonGP_improb
1260,o1-preview,The hot dog began to burn while Tom grilled.,True,"Splitted:  
1. Tom was grilling.  
2. The hot dog began to burn.",nonGP_prob
1261,o1-preview,The barn began to burn while Tom grilled.,True,"Splitted:  
1. The barn began to burn.  
2. Tom grilled.",nonGP_improb
1262,o1-preview,The building represented modern times style while the architect drew.,True,"Splitted:  
1. The building represented modern times style.  
2. The architect drew.",nonGP_prob
1263,o1-preview,The melody represented modern times style while the architect drew.,True,"Splitted:  
1. The melody represented modern times style.  
2. The architect drew.",nonGP_improb
1264,o1-preview,The soup boiled over while the chef stirred.,True,"Splitted:
1. The soup boiled over.
2. The chef stirred.",nonGP_prob
1265,o1-preview,The acid boiled over while the chef stirred.,True,"Splitted:
1. The acid boiled over.
2. The chef stirred.",nonGP_improb
1266,o1-preview,The tunnel echoed with mysterious sounds while the tourist explored.,True,"Splitted:
1. The tunnel echoed with mysterious sounds.
2. The tourist explored.",nonGP_prob
1267,o1-preview,The trunk echoed with mysterious sounds while the tourist explored.,True,"Splitted:
1. The trunk echoed with mysterious sounds.
2. The tourist explored.",nonGP_improb
1268,o1-preview,The water spilled on the floor while the woman drank.,True,"1. The water spilled on the floor.
2. The woman drank.",nonGP_prob
1269,o1-preview,The mud spilled on the floor while the woman drank.,True,"Splitted: 
1. The mud spilled on the floor. 
2. The woman drank.",nonGP_improb
1270,o1-preview,The frog kicked vigorously while the snake swallowed.,True,"Splitted:
1. The frog kicked vigorously.
2. The snake swallowed the frog.",nonGP_prob
1271,o1-preview,The hippo kicked vigorously while the snake swallowed.,True,"Splitted:
1. The hippo kicked vigorously.
2. The snake swallowed.",nonGP_improb
1272,o1-preview,The baboon screamed in terror while the lion attacked.,True,"Splitted:
1. The baboon screamed in terror.
2. The lion attacked.",nonGP_prob
1273,o1-preview,The penguin screamed in terror while the lion attacked.,True,"Splitted:
1. The penguin screamed in terror.
2. The lion attacked.",nonGP_improb
1274,o1-preview,The picture tipped over while the maid dusted.,True,"Splitted:
1. The picture tipped over.
2. The maid dusted.",nonGP_prob
1275,o1-preview,The cow tipped over while the maid dusted.,True,"Splitted:
1. The cow tipped over.
2. The maid dusted.",nonGP_improb
1276,o1-preview,The children formed a line while the teacher counted.,True,"Splitted: 
1. The children formed a line.
2. The teacher counted.",nonGP_prob
1277,o1-preview,The ants formed a line while the teacher counted.,True,"Splitted: 
1. The ants formed a line.
2. The teacher counted.",nonGP_improb
