,id,age,country,practice_1,practice_2,sentence,question,set_id,sent_type,quest_type,ManipulationType,SentenceType,time,correct
4573,c16d848c41f653da72e34ce4fe4b99d8,25,US,True,True,While the woman drank the mud spilled on the floor.,Did the woman drink the mud?,set_17,GP_improb,GP_question,improb,GP,2900,False
4574,54fd811413e58e426c712a7b81ed4d66,23,United States of America,True,True,While the woman drank the mud spilled on the floor.,Did the woman drink the mud?,set_17,GP_improb,GP_question,improb,GP,5404,True
4575,c5c30bf734e03ab6a387f31181c4046b,50,United States,True,True,While the woman drank the mud spilled on the floor.,Did the woman drink the mud?,set_17,GP_improb,GP_question,improb,GP,2866,False
4576,566cd57b43108587477f01028c1b5fd2,55,United Kingdom,True,True,While the secretary typed the drawing neared completion.,Did the secretary type the drawing?,set_10,GP_improb,GP_question,improb,GP,3296,False
4577,d6a228d6da2dcc08a267a81a9a5625da,46,UK,True,True,While the woman drank the mud spilled on the floor.,Did the woman drink the mud?,set_17,GP_improb,GP_question,improb,GP,1381,True
4578,e15961ad5985256f11b3df8411e332d0,20,United States,True,True,While the woman drank the mud spilled on the floor.,Did the woman drink the mud?,set_17,GP_improb,GP_question,improb,GP,2032,True
4579,bf431023178d4d1db593aa3fb0e02162,36,US,True,True,While the woman drank the mud spilled on the floor.,Did the woman drink the mud?,set_17,GP_improb,GP_question,improb,GP,3686,False
4580,b1229707aef29171a244e6f8900bc7f9,38,United Kingdom,True,True,While the woman drank the mud spilled on the floor.,Did the woman drink the mud?,set_17,GP_improb,GP_question,improb,GP,2796,False
4581,6e5a876a3a659520632105478e259e22,35,UK,True,True,While the woman drank the mud spilled on the floor.,Did the woman drink the mud?,set_17,GP_improb,GP_question,improb,GP,1172,False
4582,e8fc129abb4cba3fab513086793f9719,38,United Kingdom,True,True,While the woman drank the mud spilled on the floor.,Did the woman drink the mud?,set_17,GP_improb,GP_question,improb,GP,3269,False
4583,88ee693be1fd13c3e5b0b87a751f8c66,27,United States,True,True,The mud spilled on the floor while the woman drank.,Did the woman drink the mud?,set_17,nonGP_improb,GP_question,improb,nonGP,1397,True
4584,02d3d5097658143f5447f932ac03d2d7,63,GB,True,True,While the snake swallowed the hippo kicked vigorously.,Did the snake swallow the hippo?,set_18,GP_improb,GP_question,improb,GP,3527,True
4585,758116863096a52ddf8360b82b977ac9,29,US,True,True,The spectator stumbled and fell while the champion raced.,Did the champion race the spectator?,set_22,nonGP_improb,GP_question,improb,nonGP,5487,True
4586,82e8172f3c80640536268a9b2a2cc13b,32,United Kingdom,True,True,The spectator stumbled and fell while the champion raced.,Did the champion race the spectator?,set_22,nonGP_improb,GP_question,improb,nonGP,5009,False
4587,b77ef9262217d27f94340c2811e57a57,37,UK,True,True,The memo neared completion while the secretary typed.,Did the secretary type the memo?,set_10,nonGP_prob,GP_question,prob,nonGP,3258,False
4588,8e359fb13db9fd6556d5e414acaf0ccc,28,United States,True,True,The memo neared completion while the secretary typed.,Did the secretary type the memo?,set_10,nonGP_prob,GP_question,prob,nonGP,851,False
4591,5ada8fa395df87e6db3b3a8737ccd99a,26,USA,True,True,The rainbow slowly faded outside while the girl painted.,Did the rainbow slowly fade outside?,set_24,nonGP_prob,simple_question,prob,nonGP,2998,True
4592,436c0064ac966dd05070fb13a9b847e6,35,united kingdom,True,True,The memo neared completion while the secretary typed.,Did the secretary type the memo?,set_10,nonGP_prob,GP_question,prob,nonGP,6000,False
4593,1e8a10aa7c9b72ff38d7bffd251c92d6,76,UK,True,True,The memo neared completion while the secretary typed.,Did the secretary type the memo?,set_10,nonGP_prob,GP_question,prob,nonGP,1965,False
4594,f88dd9134021b83d22513550d1d6348c,33,UK,True,True,The memo neared completion while the secretary typed.,Did the secretary type the memo?,set_10,nonGP_prob,GP_question,prob,nonGP,1232,False
4595,066ccbad527558873b67b510b22538c2,58,UK,True,True,The memo neared completion while the secretary typed.,Did the secretary type the memo?,set_10,nonGP_prob,GP_question,prob,nonGP,1109,False
4596,544391cf150cf62ed067e9cdd5cb5852,66,United Kingdom,True,True,The horse bumped the curb while Kendra parked.,Did Kendra park the horse?,set_25,nonGP_improb,GP_question,improb,nonGP,3087,False
4597,768a1106c0bda8f5c373359b854a84dd,37,United States,True,True,While the tourist filmed the trashbags blocked the sidewalk.,Did the tourist film the trashbags?,set_28,GP_improb,GP_question,improb,GP,4467,True
4598,53e6976dabfdaa0636c76eca7978f520,34,USA,True,True,While the tourist filmed the trashbags blocked the sidewalk.,Did the tourist film the trashbags?,set_28,GP_improb,GP_question,improb,GP,6000,False
4599,091f6f511f52f0c2237dc70a27829769,44,UK,True,True,While the athlete wrestled the audience shouted insults.,Did the audience shout insults?,set_29,GP_improb,simple_question,improb,GP,2474,True
4600,b1ded8892e4c27b0a42940ecc241fdd4,26,USA,True,True,The trashbags blocked the sidewalk while the tourist filmed.,Did the tourist film the trashbags?,set_28,nonGP_improb,GP_question,improb,nonGP,5391,True
4601,ae0ff884902754297536188e6f3e6a43,22,United Kingdom,True,True,The audience shouted insults while the athlete wrestled.,Did the audience shout insults?,set_29,nonGP_improb,simple_question,improb,nonGP,1436,True
4602,cf9e38a7eccab1a45afe36c0dde8770a,64,UK,True,True,While the tourist filmed the dancer blocked the sidewalk.,Did the tourist film the dancer?,set_28,GP_prob,GP_question,prob,GP,2926,False
4603,e0708a4aed0a7a2f7ddeb11b9e063c14,37,UK,True,True,While Harry chewed the steak fell to the floor.,Did Harry chew the steak?,set_31,GP_prob,GP_question,prob,GP,1072,False
4604,bc1d589b086495f352211b649211f957,34,UK,True,True,The turkey sat on the table while Bill ate.,Did the turkey sit on the table?,set_32,nonGP_prob,simple_question,prob,nonGP,1177,True
4605,dd9d9c90cfa4febfc698bf33d04ea495,29,Unites States of America,True,True,The memo neared completion while the secretary typed.,Did the secretary type the memo?,set_10,nonGP_prob,GP_question,prob,nonGP,1960,False
4606,e4af82e03368b78e6b2664a8d4348278,64,United Kingdom,True,True,The trashbags blocked the sidewalk while the tourist filmed.,Did the tourist film the trashbags?,set_28,nonGP_improb,GP_question,improb,nonGP,4364,True
4607,ad61b93d5fc61da622c10788614c6e62,58,UK,True,True,The steak fell to the floor while Harry chewed.,Did the steak fall to the floor?,set_31,nonGP_prob,simple_question,prob,nonGP,2527,True
4608,6b45a66390c419525e6812d27c804ff8,22,United States of America,True,True,The turkey sat on the table while Bill ate.,Did the turkey sit on the table?,set_32,nonGP_prob,simple_question,prob,nonGP,2393,True
4609,a50df06e00fb7c7d2e571693dd664744,37,USA,True,True,The baby sat on the table while Bill ate.,Did Bill eat the baby?,set_32,nonGP_improb,GP_question,improb,nonGP,2121,True
4610,49442bb0881cb62d8ead484affa725ed,32,United States,True,True,While the child finished the homework waited on the table.,Did the homework wait on the table?,set_37,GP_prob,simple_question,prob,GP,2923,True
4611,8b88535eff83945bc0bcc403921a4c68,70,United Kingdom,True,True,The turkey sat on the table while Bill ate.,Did the turkey sit on the table?,set_32,nonGP_prob,simple_question,prob,nonGP,1880,True
4612,91945a10ea3ece21ac32d8f074c93803,49,USA,True,True,While Janet baked the pressure rose in the oven.,Did Janet bake the pressure?,set_33,GP_improb,GP_question,improb,GP,2009,False
4613,b398ff77e382a25ca26a299d662e67b0,42,United Kingdom,True,True,While the child finished the homework waited on the table.,Did the homework wait on the table?,set_37,GP_prob,simple_question,prob,GP,6292,True
4614,238d8cdaaac7ea941fd17d3961be19c3,29,UK,True,True,While the astronomer observed the lightbulb lit up the room.,Did the lightbulb light up the room?,set_39,GP_improb,simple_question,improb,GP,2297,True
4615,8d7a29f2f08400d97b8e7eb7a61f0158,30,GB,True,True,While the couple left the hive buzzed with activity.,Did the couple leave the hive?,set_43,GP_improb,GP_question,improb,GP,1502,False
4616,dcb98ca981a16b00548873483dd419bd,41,UK,True,True,The dog stood in the yard while Angela cleaned.,Did Angela clean the dog?,set_26,nonGP_prob,GP_question,prob,nonGP,2358,True
4617,57651289e336ccf962ad65c224068a7f,57,UK,True,True,The lesson bored the children while the players started.,Did the players start the lesson?,set_40,nonGP_improb,GP_question,improb,nonGP,6000,False
4618,2ab096d4db1ceb177ee8f9b27b87c941,48,USA,True,True,The cart moved silently while the horse pulled.,Did the cart move silently?,set_45,nonGP_prob,simple_question,prob,nonGP,1108,True
4619,aaa94939ca97e9738e0abf8fc88c56b1,31,United States,True,True,While the child finished the homework waited on the table.,Did the homework wait on the table?,set_37,GP_prob,simple_question,prob,GP,5438,False
4620,c105845e322507a57deedb31b575d684,42,United KIngdom,True,True,The cart moved silently while the horse pulled.,Did the cart move silently?,set_45,nonGP_prob,simple_question,prob,nonGP,1861,True
4621,ab979628a884038040dffd03a5e2c7e9,60,USA,True,True,The car sat in the driveway while Frank dried off.,Did Frank dry off the car?,set_hyp5_3,nonGP_reflexive,GP_question,reflexive,nonGP,4383,True
4622,51f5d776bcb2468f4cf619e57cb44e3f,25,United States,True,True,The car sat in the driveway while Frank dried off.,Did Frank dry off the car?,set_hyp5_3,nonGP_reflexive,GP_question,reflexive,nonGP,4367,True
4623,816fd1a80f0a6d3f0066587fd4d5921d,36,UK,True,True,The car sat in the driveway while Frank dried off.,Did Frank dry off the car?,set_hyp5_3,nonGP_reflexive,GP_question,reflexive,nonGP,1521,True
4625,845cb4206ffc1d6ab3a34bbbe40b1d23,32,USA,True,True,The car sat in the driveway while Frank dried off.,Did Frank dry off the car?,set_hyp5_3,nonGP_reflexive,GP_question,reflexive,nonGP,3997,True
4626,a75c65f5b368f5639d3d931370a472d5,53,USA,True,True,The car sat in the driveway while Frank dried off.,Did Frank dry off the car?,set_hyp5_3,nonGP_reflexive,GP_question,reflexive,nonGP,3710,True
4627,f05f58c9a2fddd8d1570c36dcb0510d2,35,USA,True,True,The cat stared at the dog while the girl scratched.,Did the cat stare at the dog?,set_hyp5_11,nonGP_reflexive,simple_question,reflexive,nonGP,4275,True
4628,7965249c76709d418aa2bfee3017fea7,50,US,True,True,The car sat in the driveway while Frank dried off.,Did Frank dry off the car?,set_hyp5_3,nonGP_reflexive,GP_question,reflexive,nonGP,2865,True
4629,f4e7df118b2738c09f7e8f3669dccf3b,27,UK,True,True,While the astronomer observed the comet lit up the room.,Did the astronomer observe the comet?,set_39,GP_prob,GP_question,prob,GP,2868,False
4630,ff90f8d078860cb7c028551c6f06a92e,31,United Kingdom,True,True,The bone went bad while the dog moved.,Did the bone go bad?,set_hyp5_20,nonGP_reflexive,simple_question,reflexive,nonGP,1172,True
4631,101d16304313e85b97deb2ba1c9302b1,23,United States,True,True,While Anna dressed the baby spit up on the bed.,Did Anna dress the baby?,set_hyp5_6,GP_reflexive,GP_question,reflexive,GP,2459,True
4632,a210fa28248834fbd25c56ae001448f1,31,UK,True,True,While Jim bathed the child giggled with delight.,Did the child giggle with delight?,set_hyp5_1,GP_reflexive,simple_question,reflexive,GP,2147,True
4633,d24c78d387aa9c0c8fbc9969eaef07c8,34,UK,True,True,The turkey sat on the table while Bill ate.,Did the turkey sit on the table?,set_32,nonGP_prob,simple_question,prob,nonGP,2173,True
4634,0e2215335d5c5a9195a3d4e558eedc80,30,UK,True,True,While the architect drew the melody represented modern times style.,Did the melody represent modern time style?,set_14,GP_improb,simple_question,improb,GP,1721,True
4635,e87e18eb725d56cb31ca49142efeb13e,23,United States,True,True,While the wave crashed the boat was stranded in the ocean.,Did the wave crash the boat?,set_hyp5_24,GP_reflexive,GP_question,reflexive,GP,1267,False
4636,af96e858bfecdf6d9a85f7c01775df40,53,United Kingdom,True,True,While the gymnast swung the bat fell on the road,Did the gymnast swing the bat?,set_hyp5_18,GP_reflexive,GP_question,reflexive,GP,2034,False
4638,135cc9aaad1db5ad427fd1718b4563a5,27,UK,True,True,While the architect drew the melody represented modern times style.,Did the melody represent modern time style?,set_14,GP_improb,simple_question,improb,GP,3363,True
4639,b0b6f6b292b08f29a141a5384d82d848,48,UK,True,True,While the man hunted the child ran into the woods.,Did the child run into the woods?,set_1,GP_improb,simple_question,improb,GP,1966,True
4640,3d275a0664717b5d2212ba719f7bbe74,23,USA,True,True,While the man hunted the child ran into the woods.,Did the man hunt the child?,set_1,GP_improb,GP_question,improb,GP,1215,True
4641,e1e7face02239db347265c37bff60b93,28,USA,True,True,While the man hunted the child ran into the woods.,Did the man hunt the child?,set_1,GP_improb,GP_question,improb,GP,2840,True
4642,b11d67a4bebadd9c35b14b2657504865,23,UK,True,True,While the man hunted the child ran into the woods.,Did the man hunt the child?,set_1,GP_improb,GP_question,improb,GP,2654,True
4643,16d3d16569dc65e73879ad4281da03e5,23,England,True,True,The child ran into the woods while the man hunted.,Did the child run into the woods?,set_1,nonGP_improb,simple_question,improb,nonGP,1532,True
4644,de50469094cbcf900eff8e2cfe2150b4,48,UK,True,True,While the orchestra performed the symphony played on the radio.,Did the orchestra perform the symphony?,set_3,GP_prob,GP_question,prob,GP,4215,False
4645,5a6bc285ee2f047009b2c313d1c5d78d,22,UK,True,True,While the man hunted the child ran into the woods.,Did the man hunt the child?,set_1,GP_improb,GP_question,improb,GP,2362,False
4647,1342680967ddf035648e3a6d36097e6d,28,UK,True,True,The soup boiled over while the chef stirred.,Did the soup boil over?,set_15,nonGP_prob,simple_question,prob,nonGP,1685,True
4648,3002e7073fb1ed6684ff3967a956cf00,27,UK,True,True,While Anne vacuumed the chameleon lost its colors.,Did Anne vacuum the chameleon?,set_9,GP_improb,GP_question,improb,GP,6000,False
4649,3dc38644e950f3a45f442c9142c828f4,22,UK,True,True,While Anne vacuumed the chameleon lost its colors.,Did Anne vacuum the chameleon?,set_9,GP_improb,GP_question,improb,GP,3161,True
4650,a939ffd8e9f4f3ff7ace2c03446d4cbf,33,UK,True,True,The tunnel echoed with mysterious sounds while the tourist explored.,Did the tunnel echo with mysterious sounds?,set_16,nonGP_prob,simple_question,prob,nonGP,1937,True
4651,d2b34cae7f0a8cea6cc9e2885b921821,52,US,True,True,While the wave crashed the boat was stranded in the ocean.,Did the wave crash the boat?,set_hyp5_24,GP_reflexive,GP_question,reflexive,GP,5483,False
4652,1f4b36d1625644fe8e41dbf6d8d1a760,64,UK,True,True,While the man hunted the child ran into the woods.,Did the child run into the woods?,set_1,GP_improb,simple_question,improb,GP,2295,True
4653,eede91922042736b065d1af696afbd9d,28,USA,True,True,The car sat in the driveway while Frank dried off.,Did Frank dry off the car?,set_hyp5_3,nonGP_reflexive,GP_question,reflexive,nonGP,1656,True
4654,ac2ad5c1c3faaf65c853df744b604cea,27,UK,True,True,The cat lay on the roll-top desk while the lawyer studied.,Did the lawyer study the cat?,set_7,nonGP_improb,GP_question,improb,nonGP,2027,True
4655,0f77336ad7fdf5a971f21ddf85906417,39,United States,True,True,The tunnel echoed with mysterious sounds while the tourist explored.,Did the tunnel echo with mysterious sounds?,set_16,nonGP_prob,simple_question,prob,nonGP,1924,True
4656,ed4973735a83f3e3ef59d1743db921f2,33,England,True,True,While the woman drank the mud spilled on the floor.,Did the woman drink the mud?,set_17,GP_improb,GP_question,improb,GP,3681,False
4657,7d057a10912bd3b36cfc178d96c7d0d2,34,United Kingdom,True,True,While the snake swallowed the hippo kicked vigorously.,Did the snake swallow the hippo?,set_18,GP_improb,GP_question,improb,GP,1149,False
4658,78c8cfd4c791aa1344ac11f71193bcdf,61,England,True,True,While Anne vacuumed the chameleon lost its colors.,Did Anne vacuum the chameleon?,set_9,GP_improb,GP_question,improb,GP,6000,False
4659,d706e943a8cb3ced2fe42b2e56c0e81a,63,US,True,True,While the woman drank the mud spilled on the floor.,Did the woman drink the mud?,set_17,GP_improb,GP_question,improb,GP,1622,False
4660,7fe55d918d8f5f4604122f8c2f95f3ff,38,United States of America,True,True,While the snake swallowed the hippo kicked vigorously.,Did the snake swallow the hippo?,set_18,GP_improb,GP_question,improb,GP,6000,False
4661,f383dc726e4eca66ed222be84020a837,28,USA,True,True,While the snake swallowed the frog kicked vigorously.,Did the snake swallow the frog?,set_18,GP_prob,GP_question,prob,GP,1838,False
4662,de71e90bbcf85517a5a44c636907a628,59,UK,True,True,While the snake swallowed the frog kicked vigorously.,Did the snake swallow the frog?,set_18,GP_prob,GP_question,prob,GP,2386,False
4663,4e58d372e5a5d0892236ec4f0cfe5f60,51,UK,True,True,The children formed a line while the teacher counted.,Did the children form a line?,set_21,nonGP_prob,simple_question,prob,nonGP,922,True
4664,0eb381abfe8c9fe7ab081fd731be133e,24,USA,True,True,The water spilled on the floor while the woman drank.,Did the woman drink the water?,set_17,nonGP_prob,GP_question,prob,nonGP,858,False
4665,5127e2641db7550dc1cd1187c3c73bf5,27,USA,True,True,While the girl painted the rainbow slowly faded outside.,Did the rainbow slowly fade outside?,set_24,GP_prob,simple_question,prob,GP,1287,True
4666,4fb832aba9c6a5cbc1474a6c7bc786a4,47,United States,True,True,While the girl painted the rainbow slowly faded outside.,Did the rainbow slowly fade outside?,set_24,GP_prob,simple_question,prob,GP,1551,True
4667,fbc3de664b1fd6e5b310ed5f67180474,39,us,True,True,The dog stood in the yard while Angela cleaned.,Did Angela clean the dog?,set_26,nonGP_prob,GP_question,prob,nonGP,3657,True
4668,362069485ec4662bd8538e4274883a20,49,USA,True,True,The memo neared completion while the secretary typed.,Did the secretary type the memo?,set_10,nonGP_prob,GP_question,prob,nonGP,2549,False
4669,69090d5706511a6a30e053f87fbc1b8a,40,UK,True,True,While the tourist filmed the dancer blocked the sidewalk.,Did the tourist film the dancer?,set_28,GP_prob,GP_question,prob,GP,1383,False
4670,1f0fa8303de3a2a0c7b0d77cb8094171,19,USA,True,True,The trashbags blocked the sidewalk while the tourist filmed.,Did the tourist film the trashbags?,set_28,nonGP_improb,GP_question,improb,nonGP,4062,False
4671,e5c458f05e402ee184c1676d24c09690,22,USA,True,True,While the tourist filmed the trashbags blocked the sidewalk.,Did the tourist film the trashbags?,set_28,GP_improb,GP_question,improb,GP,2579,False
4673,872bcb99aad551017a62932500219f8e,27,United Kingdom,True,True,While the girl painted the rainbow slowly faded outside.,Did the rainbow slowly fade outside?,set_24,GP_prob,simple_question,prob,GP,2324,True
4674,8c432b4fa92744538d63a7085c446782,19,United Kingdom,True,True,While the tourist filmed the trashbags blocked the sidewalk.,Did the tourist film the trashbags?,set_28,GP_improb,GP_question,improb,GP,907,False
4675,8cbda5ac0970e61b23eb57e95e01f82f,24,USA,True,True,The enemy retreated while the warrior fought.,Did the warrior fight the enemy?,set_30,nonGP_prob,GP_question,prob,nonGP,3104,False
4676,67da14c8e4a066ffac8f9fd40419169d,28,england,True,True,The enemy retreated while the warrior fought.,Did the warrior fight the enemy?,set_30,nonGP_prob,GP_question,prob,nonGP,1461,False
4678,7b7c7b1362f306bb9ddac3c051ef5038,35,uk,True,True,The children formed a line while the teacher counted.,Did the children form a line?,set_21,nonGP_prob,simple_question,prob,nonGP,2368,True
4679,6f72283282c66809bbe3ef776147ea24,39,USA,True,True,While the girl painted the rainbow slowly faded outside.,Did the rainbow slowly fade outside?,set_24,GP_prob,simple_question,prob,GP,2169,True
4680,e249c9caa168886e2a563b8dda53e789,44,Unitted Kingdom,True,True,The trashbags blocked the sidewalk while the tourist filmed.,Did the tourist film the trashbags?,set_28,nonGP_improb,GP_question,improb,nonGP,2213,False
4681,9a1b79f6481d1ae351c407e0cf7599a8,30,USA,True,True,The audience shouted insults while the athlete wrestled.,Did the audience shout insults?,set_29,nonGP_improb,simple_question,improb,nonGP,2147,True
4682,841a2b19ab094fc20d27debb98054c81,25,USA,True,True,The turkey sat on the table while Bill ate.,Did the turkey sit on the table?,set_32,nonGP_prob,simple_question,prob,nonGP,1050,True
4683,eb31e92de432a2098d8cd07b90e92f5c,28,US,True,True,The baby sat on the table while Bill ate.,Did Bill eat the baby?,set_32,nonGP_improb,GP_question,improb,nonGP,1273,True
4685,7022bfc4af42bcceef6fe586760eddce,26,United States,True,True,While Harry chewed the book fell to the floor.,Did Harry chew the book?,set_31,GP_improb,GP_question,improb,GP,1876,True
4686,9c87ce1c29b381d1025aeeb45c6a5c67,33,UK,True,True,While the athlete wrestled the audience shouted insults.,Did the audience shout insults?,set_29,GP_improb,simple_question,improb,GP,1061,True
4687,fdecab67cd1a7913578ec37a06eeda1f,30,united states,True,True,While Harry chewed the book fell to the floor.,Did Harry chew the book?,set_31,GP_improb,GP_question,improb,GP,6000,False
4688,a9d30cfa5a4459ba96a4462593e43799,46,USA,True,True,While the child finished the homework waited on the table.,Did the homework wait on the table?,set_37,GP_prob,simple_question,prob,GP,2035,False
4689,9521abad6e4a92db96a894cef254bef1,50,USA,True,True,The steak fell to the floor while Harry chewed.,Did the steak fall to the floor?,set_31,nonGP_prob,simple_question,prob,nonGP,1503,True
4690,2ade1736cad9cc46c4eaf873a0f219dc,33,UK,True,True,While Janet baked the pressure rose in the oven.,Did Janet bake the pressure?,set_33,GP_improb,GP_question,improb,GP,4316,True
4691,b20009ae3475744dfac71eade439bbdd,33,GB,True,True,The game bored the children while the players started.,Did the game bore the children?,set_40,nonGP_prob,simple_question,prob,nonGP,3806,True
4692,a1f55f704729079e258ba4e52ebdc5e0,30,USA,True,True,While Harry chewed the book fell to the floor.,Did the book fall to the floor?,set_31,GP_improb,simple_question,improb,GP,1735,True
4693,5dd17dda09a868d089e46317d9d39560,62,usa,True,True,The turkey sat on the table while Bill ate.,Did the turkey sit on the table?,set_32,nonGP_prob,simple_question,prob,nonGP,2424,True
4694,6de27f1a9c0dd4bb74a59283a038add4,52,UK,True,True,While the athlete wrestled the audience shouted insults.,Did the audience shout insults?,set_29,GP_improb,simple_question,improb,GP,1455,True
4696,228ecb5eff2fa21fcbe2c94aaf71b048,41,Canada,True,True,The lesson bored the children while the players started.,Did the players start the lesson?,set_40,nonGP_improb,GP_question,improb,nonGP,1799,True
4697,ce70a198e6561c89ef03d72bbe8b9a17,24,UK,True,True,The lesson bored the children while the players started.,Did the players start the lesson?,set_40,nonGP_improb,GP_question,improb,nonGP,4798,True
4698,b6926f595d81bf2c8ccdc80190f40695,33,US,True,True,While the couple left the hive buzzed with activity.,Did the couple leave the hive?,set_43,GP_improb,GP_question,improb,GP,1796,False
4699,aa7b07aa81361685dd88add28a3570dc,32,USA,True,True,The children sat on the bed while the mother calmed down.,Did the mother calm down the children?,set_hyp5_12,nonGP_reflexive,GP_question,reflexive,nonGP,1983,True
4700,5473fa4dfb163cc2962fc3b9cf817caa,28,UK,True,True,The cat stared at the dog while the girl scratched.,Did the cat stare at the dog?,set_hyp5_11,nonGP_reflexive,simple_question,reflexive,nonGP,1930,True
4701,eb541faabae9b801b73057d4f41a01be,32,US,True,True,The cat stared at the dog while the girl scratched.,Did the cat stare at the dog?,set_hyp5_11,nonGP_reflexive,simple_question,reflexive,nonGP,3888,True
4702,2dc89a54da494a426bea95a20024b41e,54,uk,True,True,The lesson bored the children while the players started.,Did the players start the lesson?,set_40,nonGP_improb,GP_question,improb,nonGP,2544,False
4703,9a159b3f21750e555298f98160bf29c4,41,uk,True,True,The bar buzzed with activity while the couple left.,Did the bar buzz with activity?,set_43,nonGP_prob,simple_question,prob,nonGP,1942,True
4704,4cf83234307ee12de96a961862a935eb,62,USA,True,True,While the child finished the homework waited on the table.,Did the homework wait on the table?,set_37,GP_prob,simple_question,prob,GP,2342,True
4705,8b3499f37e70d8d28c15c6aa927ec587,40,UK,True,True,The cat stared at the dog while the girl scratched.,Did the cat stare at the dog?,set_hyp5_11,nonGP_reflexive,simple_question,reflexive,nonGP,1000,True
4706,37a1d57f816dd44c60542228482f102c,43,United Kingdom,True,True,The cart moved silently while the horse pulled.,Did the cart move silently?,set_45,nonGP_prob,simple_question,prob,nonGP,1458,True
4707,2bb53e68cccbf1098b8be9581d3a80fb,32,United Kingdom,True,True,The children sat on the bed while the mother calmed down.,Did the mother calm down the children?,set_hyp5_12,nonGP_reflexive,GP_question,reflexive,nonGP,2376,True
4708,3533f450952d6a97ea03e56cc05ea8c3,53,England,True,True,The athletes started the game while Bill trained.,Did Bill train the athletes?,set_hyp5_19,nonGP_reflexive,GP_question,reflexive,nonGP,3087,True
4710,0b596a5617d7ba3e0ad108b504979fbe,50,uk,True,True,The children sat on the bed while the mother calmed down.,Did the mother calm down the children?,set_hyp5_12,nonGP_reflexive,GP_question,reflexive,nonGP,1406,True
4712,95ac7796b20f01045b1b2a3700d224cd,21,UK,True,True,While Betty woke up the neighbor coughed loudly.,Did Betty wake up the neighbor?,set_hyp5_4,GP_reflexive,GP_question,reflexive,GP,5989,True
4714,f6e1cd3637f08f3d9055f437a41c0656,31,Nigeria,True,True,The children sat on the bed while the mother calmed down.,Did the mother calm down the children?,set_hyp5_12,nonGP_reflexive,GP_question,reflexive,nonGP,4268,False
4715,18622f79cf6b57548a65ff861dcebe09,49,USA,True,True,The children sat on the bed while the mother calmed down.,Did the mother calm down the children?,set_hyp5_12,nonGP_reflexive,GP_question,reflexive,nonGP,2128,True
4716,47725aa9fc84e8f21db8d81be8a3de1e,27,United Kingdom,True,True,The athletes started the game while Bill trained.,Did Bill train the athletes?,set_hyp5_19,nonGP_reflexive,GP_question,reflexive,nonGP,2972,True
4718,95da5898813778bb075e400ded4fd525,28,United States,True,True,The child ran into the woods while the man hunted.,Did the child run into the woods?,set_1,nonGP_improb,simple_question,improb,nonGP,2926,True
4720,8c84c3bccd1b81aa0ceee099267bb778,59,UK,True,True,While Jim bathed the child giggled with delight.,Did the child giggle with delight?,set_hyp5_1,GP_reflexive,simple_question,reflexive,GP,1862,True
4721,635571e61b5ac127eff680b826a76798,29,United States of America,True,True,While the wave crashed the boat was stranded in the ocean.,Did the wave crash the boat?,set_hyp5_24,GP_reflexive,GP_question,reflexive,GP,2034,False
4722,6b3cc65553d55f82f3db6ae47b92ce2c,46,USA,True,True,While the wave crashed the boat was stranded in the ocean.,Did the wave crash the boat?,set_hyp5_24,GP_reflexive,GP_question,reflexive,GP,3698,False
4723,0e22b5a52e23c51fbf04cb6e95f20a04,37,United States,True,True,While Susan wrote the Bible fell off the table.,Did the Bible fall off the table?,set_5,GP_improb,simple_question,improb,GP,1686,True
4725,495d109eb0a8e8beb945d720212dc2bc,32,United States,True,True,While Betty woke up the neighbor coughed loudly.,Did Betty wake up the neighbor?,set_hyp5_4,GP_reflexive,GP_question,reflexive,GP,2518,True
4727,26133646e3e308ed0ebc535766c2de6b,25,UK,True,True,While Susan wrote the Bible fell off the table.,Did the Bible fall off the table?,set_5,GP_improb,simple_question,improb,GP,2264,True
4728,b19c2a15590619ae98d12c2e9ef4e7c2,19,United States,True,True,While the child grew the tomatoes invaded the garden.,Did the tomato invade the garden?,set_hyp5_14,GP_reflexive,simple_question,reflexive,GP,2306,True
4729,af01410af45bb74935957f48055fd080,59,UK,True,True,The tunnel echoed with mysterious sounds while the tourist explored.,Did the tunnel echo with mysterious sounds?,set_16,nonGP_prob,simple_question,prob,nonGP,2297,True
4731,6a7fa981a39f0ec61472eed3d665907c,37,United States,True,True,While the child grew the tomatoes invaded the garden.,Did the tomato invade the garden?,set_hyp5_14,GP_reflexive,simple_question,reflexive,GP,4508,True
4732,6b4c2a55806baecfc3e6bf01846beac4,31,United States,True,True,While the woman drank the mud spilled on the floor.,Did the woman drink the mud?,set_17,GP_improb,GP_question,improb,GP,2184,True
4733,bc4bfd39e5badc11a556094de1f078de,37,United States,True,True,The athletes started the game while Bill trained.,Did Bill train the athletes?,set_hyp5_19,nonGP_reflexive,GP_question,reflexive,nonGP,2557,True
4734,c3c1795d952cd2384566323880cb9aad,41,UK,True,True,The tunnel echoed with mysterious sounds while the tourist explored.,Did the tunnel echo with mysterious sounds?,set_16,nonGP_prob,simple_question,prob,nonGP,1730,True
4735,4f446dc675135cebe77233e27571b3fd,31,United Kingdom,True,True,The cat lay on the roll-top desk while the lawyer studied.,Did the lawyer study the cat?,set_7,nonGP_improb,GP_question,improb,nonGP,2742,True
