,model,sentence,question,correct,incorrect,sent_type,quest_type
2315,o1-mini,The hippo kicked vigorously while the snake swallowed.,Did the snake swallow the hippo?,1.0,0.0,nonGP_improb,GP_question
2316,o1-mini,While the lion attacked the baboon screamed in terror.,Did the lion attack the baboon?,0.0,1.0,GP_prob,GP_question
2317,o1-mini,While the lion attacked the penguin screamed in terror.,Did the lion attack the penguin?,0.0,1.0,GP_improb,GP_question
2318,o1-mini,The baboon screamed in terror while the lion attacked.,Did the lion attack the baboon?,0.0,1.0,nonGP_prob,GP_question
2319,o1-mini,The penguin screamed in terror while the lion attacked.,Did the lion attack the penguin?,0.0,1.0,nonGP_improb,GP_question
2320,o1-mini,While the maid dusted the picture tipped over.,Did the maid dust the picture?,1.0,0.0,GP_prob,GP_question
2321,o1-mini,While the maid dusted the cow tipped over.,Did the maid dust the cow?,0.2,0.8,GP_improb,GP_question
2322,o1-mini,The picture tipped over while the maid dusted.,Did the maid dust the picture?,1.0,0.0,nonGP_prob,GP_question
2323,o1-mini,The cow tipped over while the maid dusted.,Did the maid dust the cow?,1.0,0.0,nonGP_improb,GP_question
2324,o1-mini,While the teacher counted the children formed a line.,Did the teacher count the children?,0.0,1.0,GP_prob,GP_question
2325,o1-mini,While the teacher counted the ants formed a line.,Did the teacher count the ants?,0.2,0.8,GP_improb,GP_question
2326,o1-mini,The children formed a line while the teacher counted.,Did the teacher count the children?,0.0,1.0,nonGP_prob,GP_question
2327,o1-mini,The ants formed a line while the teacher counted.,Did the teacher count the ants?,0.0,1.0,nonGP_improb,GP_question
2328,o1-mini,While the champion raced the challenger stumbled and fell.,Did the champion race the challenger?,0.0,1.0,GP_prob,GP_question
2329,o1-mini,While the champion raced the spectator stumbled and fell.,Did the champion race the spectator?,0.6,0.4,GP_improb,GP_question
2330,o1-mini,The challenger stumbled and fell while the champion raced.,Did the champion race the challenger?,0.8,0.2,nonGP_prob,GP_question
2331,o1-mini,The spectator stumbled and fell while the champion raced.,Did the champion race the spectator?,1.0,0.0,nonGP_improb,GP_question
2332,o1-mini,While Jerry played the violin went out of tune.,Did Jerry play the violin?,0.0,1.0,GP_prob,GP_question
2333,o1-mini,While Jerry played the speakers went out of tune.,Did Jerry play the speakers?,1.0,0.0,GP_improb,GP_question
2334,o1-mini,The violin went out of tune while jerry played.,Did Jerry play the violin?,0.0,1.0,nonGP_prob,GP_question
2335,o1-mini,The speakers went out of tune while jerry played.,Did Jerry play the speakers?,1.0,0.0,nonGP_improb,GP_question
2336,o1-mini,While the girl painted the rainbow slowly faded outside.,Did the girl paint the rainbow?,0.4,0.6,GP_prob,GP_question
2337,o1-mini,While the girl painted the music slowly faded outside.,Did the girl paint the music?,0.8,0.2,GP_improb,GP_question
2338,o1-mini,The rainbow slowly faded outside while the girl painted.,Did the girl paint the rainbow?,1.0,0.0,nonGP_prob,GP_question
2339,o1-mini,The music slowly faded outside while the girl painted.,Did the girl paint the music?,1.0,0.0,nonGP_improb,GP_question
2340,o1-mini,While Kendra parked the van bumped the curb.,Did Kendra park the van?,0.2,0.8,GP_prob,GP_question
2341,o1-mini,While Kendra parked the horse bumped the curb.,Did Kendra park the horse?,1.0,0.0,GP_improb,GP_question
2342,o1-mini,The van bumped the curb while Kendra parked.,Did Kendra park the van?,0.4,0.6,nonGP_prob,GP_question
2343,o1-mini,The horse bumped the curb while Kendra parked.,Did Kendra park the horse?,1.0,0.0,nonGP_improb,GP_question
2344,o1-mini,While Angela cleaned the dog stood in the yard.,Did Angela clean the dog?,1.0,0.0,GP_prob,GP_question
2345,o1-mini,While Angela cleaned the mailman stood in the yard.,Did Angela clean the mailman?,1.0,0.0,GP_improb,GP_question
2346,o1-mini,The dog stood in the yard while Angela cleaned.,Did Angela clean the dog?,1.0,0.0,nonGP_prob,GP_question
2347,o1-mini,The mailman stood in the yard while Angela cleaned.,Did Angela clean the mailman?,1.0,0.0,nonGP_improb,GP_question
2348,o1-mini,While the sailor smoked the pipe glowed brightly.,Did the sailor smoke the pipe?,0.4,0.6,GP_prob,GP_question
2349,o1-mini,While the sailor smoked the firefly glowed brightly.,Did the sailor smoke the firefly?,0.8,0.2,GP_improb,GP_question
2350,o1-mini,The pipe glowed brightly while the sailor smoked.,Did the sailor smoke the pipe?,0.2,0.8,nonGP_prob,GP_question
2351,o1-mini,The firefly glowed brightly while the sailor smoked.,Did the sailor smoke the firefly?,1.0,0.0,nonGP_improb,GP_question
2352,o1-mini,While the tourist filmed the dancer blocked the sidewalk.,Did the tourist film the dancer?,0.0,1.0,GP_prob,GP_question
2353,o1-mini,While the tourist filmed the trashbags blocked the sidewalk.,Did the tourist film the trashbags?,1.0,0.0,GP_improb,GP_question
2354,o1-mini,The dancer blocked the sidewalk while the tourist filmed.,Did the tourist film the dancer?,0.0,1.0,nonGP_prob,GP_question
2355,o1-mini,The trashbags blocked the sidewalk while the tourist filmed.,Did the tourist film the trashbags?,0.4,0.6,nonGP_improb,GP_question
2356,o1-mini,While the athlete wrestled the opponent shouted insults.,Did the athlete wrestle the opponent?,0.0,1.0,GP_prob,GP_question
2357,o1-mini,While the athlete wrestled the audience shouted insults.,Did the athlete wrestle the audience?,1.0,0.0,GP_improb,GP_question
2358,o1-mini,The opponent shouted insults while the athlete wrestled.,Did the athlete wrestle the opponent?,0.0,1.0,nonGP_prob,GP_question
2359,o1-mini,The audience shouted insults while the athlete wrestled.,Did the athlete wrestle the audience?,1.0,0.0,nonGP_improb,GP_question
2360,o1-mini,While the warrior fought the enemy retreated.,Did the warrior fight the enemy?,0.0,1.0,GP_prob,GP_question
2361,o1-mini,While the warrior fought the rhino retreated.,Did the warrior fight the rhino?,0.0,1.0,GP_improb,GP_question
2362,o1-mini,The enemy retreated while the warrior fought.,Did the warrior fight the enemy?,0.0,1.0,nonGP_prob,GP_question
2363,o1-mini,The rhino retreated while the warrior fought.,Did the warrior fight the rhino?,0.4,0.6,nonGP_improb,GP_question
2364,o1-mini,While Harry chewed the steak fell to the floor.,Did Harry chew the steak?,0.4,0.6,GP_prob,GP_question
2365,o1-mini,While Harry chewed the book fell to the floor.,Did Harry chew the book?,0.6,0.4,GP_improb,GP_question
2366,o1-mini,The steak fell to the floor while Harry chewed.,Did Harry chew the steak?,0.2,0.8,nonGP_prob,GP_question
2367,o1-mini,The book fell to the floor while Harry chewed.,Did Harry chew the book?,1.0,0.0,nonGP_improb,GP_question
2368,o1-mini,While Bill ate the turkey sat on the table.,Did Bill eat the turkey?,0.2,0.8,GP_prob,GP_question
2369,o1-mini,While Bill ate the baby sat on the table.,Did Bill eat the baby?,1.0,0.0,GP_improb,GP_question
2370,o1-mini,The turkey sat on the table while Bill ate.,Did Bill eat the turkey?,1.0,0.0,nonGP_prob,GP_question
2371,o1-mini,The baby sat on the table while Bill ate.,Did Bill eat the baby?,1.0,0.0,nonGP_improb,GP_question
2372,o1-mini,While Janet baked the bread rose in the oven.,Did Janet bake the bread?,0.0,1.0,GP_prob,GP_question
2373,o1-mini,While Janet baked the pressure rose in the oven.,Did Janet bake the pressure?,1.0,0.0,GP_improb,GP_question
2374,o1-mini,The bread rose in the oven while Janet baked.,Did Janet bake the bread?,0.0,1.0,nonGP_prob,GP_question
2375,o1-mini,The pressure rose in the oven while Janet baked.,Did Janet bake the pressure?,1.0,0.0,nonGP_improb,GP_question
2376,o1-mini,While the public cheered the team left the restaurant.,Did the public cheer the team?,0.4,0.6,GP_prob,GP_question
2377,o1-mini,While the public cheered the rats left the restaurant.,Did the public cheer the rats?,1.0,0.0,GP_improb,GP_question
2378,o1-mini,The team left the restaurant while the public cheered.,Did the public cheer the team?,0.0,1.0,nonGP_prob,GP_question
2379,o1-mini,The rats left the restaurant while the public cheered.,Did the public cheer the rats?,0.6,0.4,nonGP_improb,GP_question
2380,o1-mini,While the cleaner mopped the floor was filled with stains.,Did the cleaner mop the floor?,0.0,1.0,GP_prob,GP_question
2381,o1-mini,While the cleaner mopped the ceiling was filled with stains.,Did the cleaner mop the ceiling?,0.6,0.4,GP_improb,GP_question
2382,o1-mini,The floor was filled with stains while the cleaner mopped.,Did the cleaner mop the floor?,0.0,1.0,nonGP_prob,GP_question
2383,o1-mini,The ceiling was filled with stains while the cleaner mopped.,Did the cleaner mop the ceiling?,1.0,0.0,nonGP_improb,GP_question
2384,o1-mini,While the chef cooked the meal impressed the couple.,Did the chef cook the meal?,0.0,1.0,GP_prob,GP_question
2385,o1-mini,While the chef cooked the cat impressed the couple.,Did the chef cook the cat?,0.8,0.2,GP_improb,GP_question
2386,o1-mini,The meal impressed the couple while the chef cooked.,Did the chef cook the meal?,0.2,0.8,nonGP_prob,GP_question
2387,o1-mini,The cat impressed the couple while the chef cooked.,Did the chef cook the cat?,1.0,0.0,nonGP_improb,GP_question
2388,o1-mini,While the child finished the homework waited on the table.,Did the child finish the homework?,0.0,1.0,GP_prob,GP_question
2389,o1-mini,While the child finished the tax forms waited on the table.,Did the child finish the tax forms?,0.4,0.6,GP_improb,GP_question
2390,o1-mini,The homework waited on the table while the child finished.,Did the child finish the homework?,0.8,0.2,nonGP_prob,GP_question
2391,o1-mini,The tax forms waited on the table while the child finished.,Did the child finish the tax forms?,1.0,0.0,nonGP_improb,GP_question
2392,o1-mini,While the student knitted the sweater sold to the highest bidder.,Did the student knit the sweater?,0.0,1.0,GP_prob,GP_question
2393,o1-mini,While the student knitted the painting sold to the highest bidder.,Did the student knit the painting?,0.8,0.2,GP_improb,GP_question
2394,o1-mini,The sweater sold to the highest bidder while the student knitted.,Did the student knit the sweater?,1.0,0.0,nonGP_prob,GP_question
2395,o1-mini,The painting sold to the highest bidder while the student knitted.,Did the student knit the painting?,1.0,0.0,nonGP_improb,GP_question
2396,o1-mini,While the astronomer observed the comet lit up the room.,Did the astronomer observe the comet?,0.0,1.0,GP_prob,GP_question
2397,o1-mini,While the astronomer observed the lightbulb lit up the room.,Did the astronomer observe the lightbulb?,0.0,1.0,GP_improb,GP_question
2398,o1-mini,The comet lit up the room while the astronomer observed.,Did the astronomer observe the comet?,0.4,0.6,nonGP_prob,GP_question
2399,o1-mini,The lightbulb lit up the room while the astronomer observed.,Did the astronomer observe the lightbulb?,1.0,0.0,nonGP_improb,GP_question
2400,o1-mini,While the players started the game bored the children.,Did the players start the game?,0.0,1.0,GP_prob,GP_question
2401,o1-mini,While the players started the lesson bored the children.,Did the players start the lesson?,0.0,1.0,GP_improb,GP_question
2402,o1-mini,The game bored the children while the players started.,Did the players start the game?,0.8,0.2,nonGP_prob,GP_question
2403,o1-mini,The lesson bored the children while the players started.,Did the players start the lesson?,1.0,0.0,nonGP_improb,GP_question
2404,o1-mini,While the professor taught the students looked at the board.,Did the professor teach the students?,0.2,0.8,GP_prob,GP_question
2405,o1-mini,While the professor taught the puppies looked at the board.,Did the professor teach the puppies?,1.0,0.0,GP_improb,GP_question
2406,o1-mini,The students looked at the board while the professor taught.,Did the professor teach the students?,0.0,1.0,nonGP_prob,GP_question
2407,o1-mini,The puppies looked at the board while the professor taught.,Did the professor teach the puppies?,1.0,0.0,nonGP_improb,GP_question
2408,o1-mini,While the pianist practiced the melody echoed through the hall.,Did the pianist practice the melody?,0.2,0.8,GP_prob,GP_question
2409,o1-mini,While the pianist practiced the vacuum echoed through the hall.,Did the pianist practice the vacuum?,1.0,0.0,GP_improb,GP_question
2410,o1-mini,The melody echoed through the hall while the pianist practiced.,Did the pianist practice the melody?,0.6,0.4,nonGP_prob,GP_question
2411,o1-mini,The vacuum echoed through the hall while the pianist practiced.,Did the pianist practice the vacuum?,1.0,0.0,nonGP_improb,GP_question
2412,o1-mini,While the couple left the bar buzzed with activity.,Did the couple leave the bar?,0.0,1.0,GP_prob,GP_question
2413,o1-mini,While the couple left the hive buzzed with activity.,Did the couple leave the hive?,0.0,1.0,GP_improb,GP_question
2414,o1-mini,The bar buzzed with activity while the couple left.,Did the couple leave the bar?,0.0,1.0,nonGP_prob,GP_question
2415,o1-mini,The hive buzzed with activity while the couple left.,Did the couple leave the hive?,0.4,0.6,nonGP_improb,GP_question
2416,o1-mini,While the gardener harvested the tomatoes hanged on the vine.,Did the gardener harvest the tomatoes?,0.0,1.0,GP_prob,GP_question
2417,o1-mini,While the gardener harvested the chrysalis hanged on the vine.,Did the gardener harvest the chrysalis?,0.0,1.0,GP_improb,GP_question
2418,o1-mini,The tomatoes hanged on the vine while the gardener harvested.,Did the gardener harvest the tomatoes?,1.0,0.0,nonGP_prob,GP_question
2419,o1-mini,The chrysalis hanged on the vine while the gardener harvested.,Did the gardener harvest the chrysalis?,1.0,0.0,nonGP_improb,GP_question
2420,o1-mini,While the horse pulled the cart moved silently.,Did the horse pull the cart?,0.0,1.0,GP_prob,GP_question
2421,o1-mini,While the horse pulled the submarine moved silently.,Did the horse pull the submarine?,0.6,0.4,GP_improb,GP_question
2422,o1-mini,The cart moved silently while the horse pulled.,Did the horse pull the cart?,0.0,1.0,nonGP_prob,GP_question
2423,o1-mini,The submarine moved silently while the horse pulled.,Did the horse pull the submarine?,0.6,0.4,nonGP_improb,GP_question
2424,o1-mini,The child giggled with delight while Jim bathed.,Did Jim bathe the child?,1.0,0.0,nonGP_reflexive,GP_question
2425,o1-mini,The baboons sat in the grass while the chimps groomed.,Did the chimps groom the baboons?,1.0,0.0,nonGP_reflexive,GP_question
2426,o1-mini,The car sat in the driveway while Frank dried off.,Did Frank dry off the car?,1.0,0.0,nonGP_reflexive,GP_question
2427,o1-mini,The neighbor coughed loudly while Betty woke up.,Did Betty wake up the neighbor?,1.0,0.0,nonGP_reflexive,GP_question
2428,o1-mini,The jewelry sparkled brightly while the thief hid.,Did the thief hide the jewelry?,1.0,0.0,nonGP_reflexive,GP_question
2429,o1-mini,The baby spit up on the bed while Anna dressed.,Did Anna dress the baby?,0.8,0.2,nonGP_reflexive,GP_question
2430,o1-mini,The dog barked loudly while the boy washed.,Did the boy wash the dog?,1.0,0.0,nonGP_reflexive,GP_question
2431,o1-mini,The horse stood in the stall while the jockey settled down.,Did the jockey settle down the horse?,1.0,0.0,nonGP_reflexive,GP_question
2432,o1-mini,The baby cried softly while the mother undressed.,Did the mother undress the baby?,1.0,0.0,nonGP_reflexive,GP_question
2433,o1-mini,The patient watched TV while the nurse shaved.,Did the nurse shave the patient?,1.0,0.0,nonGP_reflexive,GP_question
2434,o1-mini,The cat stared at the dog while the girl scratched.,Did the girl scratch the cat?,1.0,0.0,nonGP_reflexive,GP_question
2435,o1-mini,The children sat on the bed while the mother calmed down.,Did the mother calm down the children?,1.0,0.0,nonGP_reflexive,GP_question
2436,o1-mini,The painting stood the test of time while the artist changed.,Did the artist change the painting?,1.0,0.0,nonGP_reflexive,GP_question
2437,o1-mini,The tomatoes invaded the garden while the child grew.,Did the child grow the tomatoes?,1.0,0.0,nonGP_reflexive,GP_question
2438,o1-mini,The ball kept moving across the room while the toddler rolled.,Did the toddler roll the ball?,0.8,0.2,nonGP_reflexive,GP_question
2439,o1-mini,The wheel made weird noises while the mechanic turned.,Did the mechanic turn the wheel?,0.4,0.6,nonGP_reflexive,GP_question
2440,o1-mini,The river stayed warm while the ice cap shrank.,Did the ice cap shrink the river?,1.0,0.0,nonGP_reflexive,GP_question
2441,o1-mini,The bat fell on the road while the gymnast swung.,Did the gymnast swing the bat?,0.6,0.4,nonGP_reflexive,GP_question
2442,o1-mini,The athletes started the game while Bill trained.,Did Bill train the athletes?,1.0,0.0,nonGP_reflexive,GP_question
2443,o1-mini,The bone went bad while the dog moved.,Did the dog move the bone?,1.0,0.0,nonGP_reflexive,GP_question
2444,o1-mini,The valley kept on living quietly while the river flooded.,Did the river flood the valley?,1.0,0.0,nonGP_reflexive,GP_question
2445,o1-mini,The window moved on its axis while the log broke.,Did the log break the window?,1.0,0.0,nonGP_reflexive,GP_question
2446,o1-mini,The fire warmed the children while the match lit.,Did the match light the fire?,0.8,0.2,nonGP_reflexive,GP_question
2447,o1-mini,The boat was stranded in the ocean while the wave crashed.,Did the wave crash the boat?,1.0,0.0,nonGP_reflexive,GP_question
2448,o1-mini,While Jim bathed the child giggled with delight.,Did Jim bathe the child?,0.0,1.0,GP_reflexive,GP_question
2449,o1-mini,While the chimps groomed the baboons sat in the grass.,Did the chimps groom the baboons?,1.0,0.0,GP_reflexive,GP_question
2450,o1-mini,While Frank dried off the car sat in the driveway.,Did Frank dry off the car?,0.8,0.2,GP_reflexive,GP_question
2451,o1-mini,While Betty woke up the neighbor coughed loudly.,Did Betty wake up the neighbor?,0.0,1.0,GP_reflexive,GP_question
2452,o1-mini,While the thief hid the jewelry sparkled brightly.,Did the thief hide the jewelry?,0.8,0.2,GP_reflexive,GP_question
2453,o1-mini,While Anna dressed the baby spit up on the bed.,Did Anna dress the baby?,0.0,1.0,GP_reflexive,GP_question
2454,o1-mini,While the boy washed the dog barked loudly.,Did the boy wash the dog?,0.2,0.8,GP_reflexive,GP_question
2455,o1-mini,While the jockey settled down the horse stood in the stall.,Did the jockey settle down the horse?,0.8,0.2,GP_reflexive,GP_question
2456,o1-mini,While the mother undressed the baby cried softly.,Did the mother undress the baby?,0.6,0.4,GP_reflexive,GP_question
2457,o1-mini,While the nurse shaved the patient watched TV.,Did the nurse shave the patient?,0.8,0.2,GP_reflexive,GP_question
2458,o1-mini,While the girl scratched the cat stared at the dog.,Did the girl scratch the cat?,0.2,0.8,GP_reflexive,GP_question
2459,o1-mini,While the mother calmed down the children sat on the bed.,Did the mother calm down the children?,0.2,0.8,GP_reflexive,GP_question
2460,o1-mini,While the artist changed the painting stood the test of time.,Did the artist change the painting?,0.4,0.6,GP_reflexive,GP_question
2461,o1-mini,While the child grew the tomatoes invaded the garden.,Did the child grow the tomatoes?,0.8,0.2,GP_reflexive,GP_question
2462,o1-mini,While the toddler rolled the ball kept moving across the room.,Did the toddler roll the ball?,0.0,1.0,GP_reflexive,GP_question
2463,o1-mini,While the mechanic turned the wheel made weird noises.,Did the mechanic turn the wheel?,0.0,1.0,GP_reflexive,GP_question
2464,o1-mini,While the ice cap shrank the river stayed warm.,Did the ice cap shrink the river?,1.0,0.0,GP_reflexive,GP_question
2465,o1-mini,While the gymnast swung the bat fell on the road,Did the gymnast swing the bat?,0.0,1.0,GP_reflexive,GP_question
2466,o1-mini,While Bill trained the athletes started the game.,Did Bill train the athletes?,0.6,0.4,GP_reflexive,GP_question
2467,o1-mini,While the dog moved the bone went bad.,Did the dog move the bone?,0.6,0.4,GP_reflexive,GP_question
2468,o1-mini,While the river flooded the valley kept on living quietly.,Did the river flood the valley?,0.4,0.6,GP_reflexive,GP_question
2469,o1-mini,While the log broke the window moved on its axis.,Did the log break the window?,0.4,0.6,GP_reflexive,GP_question
2470,o1-mini,While the match lit the fire warmed the children.,Did the match light the fire?,0.0,1.0,GP_reflexive,GP_question
2471,o1-mini,While the wave crashed the boat was stranded in the ocean.,Did the wave crash the boat?,1.0,0.0,GP_reflexive,GP_question
2472,o1-mini,While the man hunted the deer ran into the woods.,Did the man hunt the deer?,0.6,0.4,GP_prob,GP_question
2473,o1-mini,While the man hunted the child ran into the woods.,Did the man hunt the child?,1.0,0.0,GP_improb,GP_question
2474,o1-mini,The deer ran into the woods while the man hunted.,Did the man hunt the deer?,0.6,0.4,nonGP_prob,GP_question
2475,o1-mini,The child ran into the woods while the man hunted.,Did the man hunt the child?,1.0,0.0,nonGP_improb,GP_question
2476,o1-mini,While the skipper sailed the boat veered off course.,Did the skipper sail the boat?,0.0,1.0,GP_prob,GP_question
2477,o1-mini,While the skipper sailed the car veered off course.,Did the skipper sail the car?,0.8,0.2,GP_improb,GP_question
2478,o1-mini,The boat veered off course while the skipper sailed.,Did the skipper sail the boat?,0.0,1.0,nonGP_prob,GP_question
2479,o1-mini,The car veered off course while the skipper sailed.,Did the skipper sail the car?,1.0,0.0,nonGP_improb,GP_question
2480,o1-mini,While the orchestra performed the symphony played on the radio.,Did the orchestra perform the symphony?,0.0,1.0,GP_prob,GP_question
2481,o1-mini,While the orchestra performed the newsflash played on the radio.,Did the orchestra perform the newsflash?,1.0,0.0,GP_improb,GP_question
2482,o1-mini,The symphony played on the radio while the orchestra performed.,Did the orchestra perform the symphony?,1.0,0.0,nonGP_prob,GP_question
2483,o1-mini,The newsflash played on the radio while the orchestra performed.,Did the orchestra perform the newsflash?,1.0,0.0,nonGP_improb,GP_question
2484,o1-mini,While the bridesmaid ordered the dress got delivered.,Did the bridesmaid order the dress?,0.0,1.0,GP_prob,GP_question
2485,o1-mini,While the bridesmaid ordered the tractor got delivered.,Did the bridesmaid order the tractor?,0.0,1.0,GP_improb,GP_question
2486,o1-mini,The dress got delivered while the bridesmaid ordered.,Did the bridesmaid order the dress?,0.6,0.4,nonGP_prob,GP_question
2487,o1-mini,The tractor got delivered while the bridesmaid ordered.,Did the bridesmaid order the tractor?,0.8,0.2,nonGP_improb,GP_question
2488,o1-mini,While Susan wrote the letter fell off the table.,Did Susan write the letter?,0.6,0.4,GP_prob,GP_question
2489,o1-mini,While Susan wrote the Bible fell off the table.,Did Susan write the Bible?,0.8,0.2,GP_improb,GP_question
2490,o1-mini,The letter fell off the table while Susan wrote.,Did Susan write the letter?,1.0,0.0,nonGP_prob,GP_question
2491,o1-mini,The Bible fell off the table while Susan wrote.,Did Susan write the Bible?,1.0,0.0,nonGP_improb,GP_question
2492,o1-mini,While the farmer steered the tractor pulled the car.,Did the farmer steer the tractor?,0.0,1.0,GP_prob,GP_question
2493,o1-mini,While the farmer steered the tank pulled the car.,Did the farmer steer the tank?,0.0,1.0,GP_improb,GP_question
2494,o1-mini,The tractor pulled the car while the farmer steered.,Did the farmer steer the tractor?,0.2,0.8,nonGP_prob,GP_question
2495,o1-mini,The tank pulled the car while the farmer steered.,Did the farmer steer the tank?,0.6,0.4,nonGP_improb,GP_question
2496,o1-mini,While the lawyer studied the contract lay on the roll-top desk.,Did the lawyer study the contract?,0.2,0.8,GP_prob,GP_question
2497,o1-mini,While the lawyer studied the cat lay on the roll-top desk.,Did the lawyer study the cat?,0.4,0.6,GP_improb,GP_question
2498,o1-mini,The contract lay on the roll-top desk while the lawyer studied.,Did the lawyer study the contract?,0.6,0.4,nonGP_prob,GP_question
2499,o1-mini,The cat lay on the roll-top desk while the lawyer studied.,Did the lawyer study the cat?,1.0,0.0,nonGP_improb,GP_question
2500,o1-mini,While the clown juggled the balls fell on the ground.,Did the clown juggle the balls?,0.0,1.0,GP_prob,GP_question
2501,o1-mini,While the clown juggled the cats fell on the ground.,Did the clown juggle the cats?,0.8,0.2,GP_improb,GP_question
2502,o1-mini,The balls fell on the ground while the clown juggled.,Did the clown juggle the balls?,0.0,1.0,nonGP_prob,GP_question
2503,o1-mini,The cats fell on the ground while the clown juggled.,Did the clown juggle the cats?,1.0,0.0,nonGP_improb,GP_question
2504,o1-mini,While Anne vacuumed the rug lost its colors.,Did Anne vacuum the rug?,0.0,1.0,GP_prob,GP_question
2505,o1-mini,While Anne vacuumed the chameleon lost its colors.,Did Anne vacuum the chameleon?,1.0,0.0,GP_improb,GP_question
2506,o1-mini,The rug lost its colors while Anne vacuumed.,Did Anne vacuum the rug?,0.2,0.8,nonGP_prob,GP_question
2507,o1-mini,The chameleon lost its colors while Anne vacuumed.,Did Anne vacuum the chameleon?,1.0,0.0,nonGP_improb,GP_question
2508,o1-preview,While the secretary typed the memo neared completion.,Did the secretary type the memo?,1.0,0.0,GP_prob,GP_question
2509,o1-preview,While the secretary typed the drawing neared completion.,Did the secretary type the drawing?,1.0,0.0,GP_improb,GP_question
2510,o1-preview,The memo neared completion while the secretary typed.,Did the secretary type the memo?,0.0,1.0,nonGP_prob,GP_question
2511,o1-preview,The drawing neared completion while the secretary typed.,Did the secretary type the drawing?,1.0,0.0,nonGP_improb,GP_question
2512,o1-preview,While the explorer paddled the canoe headed toward a waterfall.,Did the explorer paddle the canoe?,0.0,1.0,GP_prob,GP_question
2513,o1-preview,While the explorer paddled the yacht headed toward a waterfall.,Did the explorer paddle the yacht?,0.6,0.4,GP_improb,GP_question
2514,o1-preview,The canoe headed toward a waterfall while the explorer paddled.,Did the explorer paddle the canoe?,0.0,1.0,nonGP_prob,GP_question
2515,o1-preview,The yacht headed toward a waterfall while the explorer paddled.,Did the explorer paddle the yacht?,1.0,0.0,nonGP_improb,GP_question
2516,o1-preview,While the cowboy rode the horse sweated profusely.,Did the cowboy ride the horse?,0.8,0.2,GP_prob,GP_question
2517,o1-preview,While the cowboy rode the leopard sweated profusely.,Did the cowboy ride the leopard?,0.6,0.4,GP_improb,GP_question
2518,o1-preview,The horse sweated profusely while the cowboy rode.,Did the cowboy ride the horse?,0.0,1.0,nonGP_prob,GP_question
2519,o1-preview,The leopard sweated profusely while the cowboy rode.,Did the cowboy ride the leopard?,1.0,0.0,nonGP_improb,GP_question
2520,o1-preview,While Tom grilled the hot dog began to burn.,Did Tom grill the hot dog?,1.0,0.0,GP_prob,GP_question
2521,o1-preview,While Tom grilled the barn began to burn.,Did Tom grill the barn?,1.0,0.0,GP_improb,GP_question
2522,o1-preview,The hot dog began to burn while Tom grilled.,Did Tom grill the hot dog?,0.6,0.4,nonGP_prob,GP_question
2523,o1-preview,The barn began to burn while Tom grilled.,Did Tom grill the barn?,1.0,0.0,nonGP_improb,GP_question
2524,o1-preview,While the architect drew the building represented modern times style.,Did the architect draw the building?,0.6,0.4,GP_prob,GP_question
2525,o1-preview,While the architect drew the melody represented modern times style.,Did the architect draw the melody?,1.0,0.0,GP_improb,GP_question
2526,o1-preview,The building represented modern times style while the architect drew.,Did the architect draw the building?,1.0,0.0,nonGP_prob,GP_question
2527,o1-preview,The melody represented modern times style while the architect drew.,Did the architect draw the melody?,1.0,0.0,nonGP_improb,GP_question
2528,o1-preview,While the chef stirred the soup boiled over.,Did the chef stir the soup?,0.6,0.4,GP_prob,GP_question
2529,o1-preview,While the chef stirred the acid boiled over.,Did the chef stir the acid?,0.6,0.4,GP_improb,GP_question
2530,o1-preview,The soup boiled over while the chef stirred.,Did the chef stir the soup?,0.2,0.8,nonGP_prob,GP_question
2531,o1-preview,The acid boiled over while the chef stirred.,Did the chef stir the acid?,0.6,0.4,nonGP_improb,GP_question
2532,o1-preview,While the tourist explored the tunnel echoed with mysterious sounds.,Did the tourist explore the tunnel?,1.0,0.0,GP_prob,GP_question
2533,o1-preview,While the tourist explored the trunk echoed with mysterious sounds.,Did the tourist explore the trunk?,1.0,0.0,GP_improb,GP_question
2534,o1-preview,The tunnel echoed with mysterious sounds while the tourist explored.,Did the tourist explore the tunnel?,0.4,0.6,nonGP_prob,GP_question
2535,o1-preview,The trunk echoed with mysterious sounds while the tourist explored.,Did the tourist explore the trunk?,1.0,0.0,nonGP_improb,GP_question
2536,o1-preview,While the woman drank the water spilled on the floor.,Did the woman drink the water?,0.6,0.4,GP_prob,GP_question
2537,o1-preview,While the woman drank the mud spilled on the floor.,Did the woman drink the mud?,0.6,0.4,GP_improb,GP_question
2538,o1-preview,The water spilled on the floor while the woman drank.,Did the woman drink the water?,1.0,0.0,nonGP_prob,GP_question
2539,o1-preview,The mud spilled on the floor while the woman drank.,Did the woman drink the mud?,1.0,0.0,nonGP_improb,GP_question
2540,o1-preview,While the snake swallowed the frog kicked vigorously.,Did the snake swallow the frog?,0.8,0.2,GP_prob,GP_question
2541,o1-preview,While the snake swallowed the hippo kicked vigorously.,Did the snake swallow the hippo?,0.6,0.4,GP_improb,GP_question
2542,o1-preview,The frog kicked vigorously while the snake swallowed.,Did the snake swallow the frog?,0.2,0.8,nonGP_prob,GP_question
2543,o1-preview,The hippo kicked vigorously while the snake swallowed.,Did the snake swallow the hippo?,1.0,0.0,nonGP_improb,GP_question
2544,o1-preview,While the lion attacked the baboon screamed in terror.,Did the lion attack the baboon?,0.6,0.4,GP_prob,GP_question
