,model,sentence,question,correct,incorrect,sent_type,quest_type
3768,Qwen/Qwen2.5-72B,While Kendra parked the van bumped the curb.,Did the van bump the curb?,0.700504124839199,0.2994958251273161,GP_prob,simple_question
3769,Qwen/Qwen2.5-72B,While Kendra parked the van bumped the curb.,Did Kendra park the van?,0.4209635815943784,0.5790364927456721,GP_prob,GP_question
3770,Qwen/Qwen2.5-72B,While Kendra parked the horse bumped the curb.,Did the horse bump the curb?,0.7771770363081032,0.22282284499644334,GP_improb,simple_question
3771,Qwen/Qwen2.5-72B,While Kendra parked the horse bumped the curb.,Did Kendra park the horse?,0.5999994392855967,0.4000005506020443,GP_improb,GP_question
3772,Qwen/Qwen2.5-72B,The van bumped the curb while Kendra parked.,Did the van bump the curb?,0.9030241080808992,0.09697595187472885,nonGP_prob,simple_question
3773,Qwen/Qwen2.5-72B,The van bumped the curb while Kendra parked.,Did Kendra park the van?,0.1445197901705697,0.8554802553969694,nonGP_prob,GP_question
3774,Qwen/Qwen2.5-72B,The horse bumped the curb while Kendra parked.,Did the horse bump the curb?,0.8341046758653192,0.16589537303283208,nonGP_improb,simple_question
3775,Qwen/Qwen2.5-72B,The horse bumped the curb while Kendra parked.,Did Kendra park the horse?,0.7021220426208856,0.297878038287422,nonGP_improb,GP_question
3776,Qwen/Qwen2.5-72B,While Angela cleaned the dog stood in the yard.,Did the dog stand in the yard?,0.8014606340759656,0.19853920361742894,GP_prob,simple_question
3777,Qwen/Qwen2.5-72B,While Angela cleaned the dog stood in the yard.,Did Angela clean the dog?,0.8019515644407562,0.19804848805813435,GP_prob,GP_question
3778,Qwen/Qwen2.5-72B,While Angela cleaned the mailman stood in the yard.,Did the mailman stand in the yard?,0.8342319585456153,0.16576809375229828,GP_improb,simple_question
3779,Qwen/Qwen2.5-72B,While Angela cleaned the mailman stood in the yard.,Did Angela clean the mailman?,0.8677794952612317,0.1322204468643804,GP_improb,GP_question
3780,Qwen/Qwen2.5-72B,The dog stood in the yard while Angela cleaned.,Did the dog stand in the yard?,0.9134364235792418,0.08656363066161177,nonGP_prob,simple_question
3781,Qwen/Qwen2.5-72B,The dog stood in the yard while Angela cleaned.,Did Angela clean the dog?,0.8975382706113351,0.10246171547487393,nonGP_prob,GP_question
3782,Qwen/Qwen2.5-72B,The mailman stood in the yard while Angela cleaned.,Did the mailman stand in the yard?,0.8938973515614634,0.10610262830364192,nonGP_improb,simple_question
3783,Qwen/Qwen2.5-72B,The mailman stood in the yard while Angela cleaned.,Did Angela clean the mailman?,0.9168112307548455,0.08318873305387342,nonGP_improb,GP_question
3784,Qwen/Qwen2.5-72B,While the sailor smoked the pipe glowed brightly.,Did the pipe glow brightly?,0.8329188157399585,0.16708126085379504,GP_prob,simple_question
3785,Qwen/Qwen2.5-72B,While the sailor smoked the pipe glowed brightly.,Did the sailor smoke the pipe?,0.20631009009325396,0.7936899668723072,GP_prob,GP_question
3786,Qwen/Qwen2.5-72B,While the sailor smoked the firefly glowed brightly.,Did the firefly glow brightly?,0.8161041743999249,0.1838958947647953,GP_improb,simple_question
3787,Qwen/Qwen2.5-72B,While the sailor smoked the firefly glowed brightly.,Did the sailor smoke the firefly?,0.7854322977984225,0.21456764742686119,GP_improb,GP_question
3788,Qwen/Qwen2.5-72B,The pipe glowed brightly while the sailor smoked.,Did the pipe glow brightly?,0.8755455368773255,0.12445441985886063,nonGP_prob,simple_question
3789,Qwen/Qwen2.5-72B,The pipe glowed brightly while the sailor smoked.,Did the sailor smoke the pipe?,0.1888891316346708,0.8111107685629122,nonGP_prob,GP_question
3790,Qwen/Qwen2.5-72B,The firefly glowed brightly while the sailor smoked.,Did the firefly glow brightly?,0.9065423052907136,0.09345764266850232,nonGP_improb,simple_question
3791,Qwen/Qwen2.5-72B,The firefly glowed brightly while the sailor smoked.,Did the sailor smoke the firefly?,0.9024852149891274,0.09751472081217116,nonGP_improb,GP_question
3792,Qwen/Qwen2.5-72B,While the tourist filmed the dancer blocked the sidewalk.,Did the dancer block the sidewalk?,0.7035299164549542,0.29647005322336994,GP_prob,simple_question
3793,Qwen/Qwen2.5-72B,While the tourist filmed the dancer blocked the sidewalk.,Did the tourist film the dancer?,0.2882904667012305,0.7117095526261892,GP_prob,GP_question
3794,Qwen/Qwen2.5-72B,While the tourist filmed the trashbags blocked the sidewalk.,Did the trashbags block the sidewalk?,0.7005601348694199,0.2994398782570862,GP_improb,simple_question
3795,Qwen/Qwen2.5-72B,While the tourist filmed the trashbags blocked the sidewalk.,Did the tourist film the trashbags?,0.3651584610841425,0.6348415778988965,GP_improb,GP_question
3796,Qwen/Qwen2.5-72B,The dancer blocked the sidewalk while the tourist filmed.,Did the dancer block the sidewalk?,0.905129314890246,0.09487075947366286,nonGP_prob,simple_question
3797,Qwen/Qwen2.5-72B,The dancer blocked the sidewalk while the tourist filmed.,Did the tourist film the dancer?,0.19941844986050938,0.8005815164697196,nonGP_prob,GP_question
3798,Qwen/Qwen2.5-72B,The trashbags blocked the sidewalk while the tourist filmed.,Did the trashbags block the sidewalk?,0.9165239697983907,0.08347599914331383,nonGP_improb,simple_question
3799,Qwen/Qwen2.5-72B,The trashbags blocked the sidewalk while the tourist filmed.,Did the tourist film the trashbags?,0.43215386613442774,0.5678462192050802,nonGP_improb,GP_question
3800,Qwen/Qwen2.5-72B,While the athlete wrestled the opponent shouted insults.,Did the opponent shout insults?,0.8287555757731297,0.17124444106108427,GP_prob,simple_question
3801,Qwen/Qwen2.5-72B,While the athlete wrestled the opponent shouted insults.,Did the athlete wrestle the opponent?,0.1761121753656134,0.8238878660902174,GP_prob,GP_question
3802,Qwen/Qwen2.5-72B,While the athlete wrestled the audience shouted insults.,Did the audience shout insults?,0.8507374656830962,0.14926251501962895,GP_improb,simple_question
3803,Qwen/Qwen2.5-72B,While the athlete wrestled the audience shouted insults.,Did the athlete wrestle the audience?,0.821999925599215,0.17800007598464163,GP_improb,GP_question
3804,Qwen/Qwen2.5-72B,The opponent shouted insults while the athlete wrestled.,Did the opponent shout insults?,0.8982026419105296,0.10179734726307998,nonGP_prob,simple_question
3805,Qwen/Qwen2.5-72B,The opponent shouted insults while the athlete wrestled.,Did the athlete wrestle the opponent?,0.4810758648193243,0.5189241393037491,nonGP_prob,GP_question
3806,Qwen/Qwen2.5-72B,The audience shouted insults while the athlete wrestled.,Did the audience shout insults?,0.8869889843383589,0.11301105437571834,nonGP_improb,simple_question
3807,Qwen/Qwen2.5-72B,The audience shouted insults while the athlete wrestled.,Did the athlete wrestle the audience?,0.9188819075165355,0.08111817041731229,nonGP_improb,GP_question
3808,Qwen/Qwen2.5-72B,While the warrior fought the enemy retreated.,Did the enemy retreat?,0.7659141155029374,0.2340857797317426,GP_prob,simple_question
3809,Qwen/Qwen2.5-72B,While the warrior fought the enemy retreated.,Did the warrior fight the enemy?,0.23006784729403762,0.7699322576631857,GP_prob,GP_question
3810,Qwen/Qwen2.5-72B,While the warrior fought the rhino retreated.,Did the rhino retreat?,0.7603486809528022,0.23965131227902958,GP_improb,simple_question
3811,Qwen/Qwen2.5-72B,While the warrior fought the rhino retreated.,Did the warrior fight the rhino?,0.46166650383640473,0.5383334770946249,GP_improb,GP_question
3812,Qwen/Qwen2.5-72B,The enemy retreated while the warrior fought.,Did the enemy retreat?,0.8149350538983526,0.1850649552273893,nonGP_prob,simple_question
3813,Qwen/Qwen2.5-72B,The enemy retreated while the warrior fought.,Did the warrior fight the enemy?,0.30303170148292935,0.6969683713716677,nonGP_prob,GP_question
3814,Qwen/Qwen2.5-72B,The rhino retreated while the warrior fought.,Did the rhino retreat?,0.8496941372995934,0.15030586109658728,nonGP_improb,simple_question
3815,Qwen/Qwen2.5-72B,The rhino retreated while the warrior fought.,Did the warrior fight the rhino?,0.5913859525310556,0.40861405526618455,nonGP_improb,GP_question
3816,Qwen/Qwen2.5-72B,While Harry chewed the steak fell to the floor.,Did the steak fall to the floor?,0.6769627431388017,0.3230372332420117,GP_prob,simple_question
3817,Qwen/Qwen2.5-72B,While Harry chewed the steak fell to the floor.,Did Harry chew the steak?,0.5413868035985487,0.4586131459244598,GP_prob,GP_question
3818,Qwen/Qwen2.5-72B,While Harry chewed the book fell to the floor.,Did the book fall to the floor?,0.78234887486974,0.2176510025395615,GP_improb,simple_question
3819,Qwen/Qwen2.5-72B,While Harry chewed the book fell to the floor.,Did Harry chew the book?,0.8668864820728288,0.13311340921495685,GP_improb,GP_question
3820,Qwen/Qwen2.5-72B,The steak fell to the floor while Harry chewed.,Did the steak fall to the floor?,0.8306717723894508,0.169328134910959,nonGP_prob,simple_question
3821,Qwen/Qwen2.5-72B,The steak fell to the floor while Harry chewed.,Did Harry chew the steak?,0.4421372931831584,0.557862732637318,nonGP_prob,GP_question
3822,Qwen/Qwen2.5-72B,The book fell to the floor while Harry chewed.,Did the book fall to the floor?,0.8737127207791673,0.12628736132114682,nonGP_improb,simple_question
3823,Qwen/Qwen2.5-72B,The book fell to the floor while Harry chewed.,Did Harry chew the book?,0.8547672945799007,0.14523279056305682,nonGP_improb,GP_question
3824,Qwen/Qwen2.5-72B,While Bill ate the turkey sat on the table.,Did the turkey sit on the table?,0.6480869212314246,0.3519131086130045,GP_prob,simple_question
3825,Qwen/Qwen2.5-72B,While Bill ate the turkey sat on the table.,Did Bill eat the turkey?,0.6416325846152944,0.35836748456426903,GP_prob,GP_question
3826,Qwen/Qwen2.5-72B,While Bill ate the baby sat on the table.,Did the baby sit on the table?,0.7378106279261374,0.2621893091942056,GP_improb,simple_question
3827,Qwen/Qwen2.5-72B,While Bill ate the baby sat on the table.,Did Bill eat the baby?,0.8963484482225255,0.10365153298170071,GP_improb,GP_question
3828,Qwen/Qwen2.5-72B,The turkey sat on the table while Bill ate.,Did the turkey sit on the table?,0.9020967713145183,0.09790323676267221,nonGP_prob,simple_question
3829,Qwen/Qwen2.5-72B,The turkey sat on the table while Bill ate.,Did Bill eat the turkey?,0.5126801023276144,0.4873199187084083,nonGP_prob,GP_question
3830,Qwen/Qwen2.5-72B,The baby sat on the table while Bill ate.,Did the baby sit on the table?,0.8979951486828668,0.10200501060541711,nonGP_improb,simple_question
3831,Qwen/Qwen2.5-72B,The baby sat on the table while Bill ate.,Did Bill eat the baby?,0.9441365553355467,0.05586330681876461,nonGP_improb,GP_question
3832,Qwen/Qwen2.5-72B,While Janet baked the bread rose in the oven.,Did the bread rise in the oven?,0.8523616747700089,0.14763831990443066,GP_prob,simple_question
3833,Qwen/Qwen2.5-72B,While Janet baked the bread rose in the oven.,Did Janet bake the bread?,0.2808996408395714,0.7191002713839225,GP_prob,GP_question
3834,Qwen/Qwen2.5-72B,While Janet baked the pressure rose in the oven.,Did the pressure rise in the oven?,0.8307026589047837,0.16929740739464805,GP_improb,simple_question
3835,Qwen/Qwen2.5-72B,While Janet baked the pressure rose in the oven.,Did Janet bake the pressure?,0.8374094414632722,0.16259053697683612,GP_improb,GP_question
3836,Qwen/Qwen2.5-72B,The bread rose in the oven while Janet baked.,Did the bread rise in the oven?,0.9336595408251469,0.06634044313020127,nonGP_prob,simple_question
3837,Qwen/Qwen2.5-72B,The bread rose in the oven while Janet baked.,Did Janet bake the bread?,0.14279827214655327,0.8572015765403194,nonGP_prob,GP_question
3838,Qwen/Qwen2.5-72B,The pressure rose in the oven while Janet baked.,Did the pressure rise in the oven?,0.9058522024738522,0.09414787251664158,nonGP_improb,simple_question
3839,Qwen/Qwen2.5-72B,The pressure rose in the oven while Janet baked.,Did Janet bake the pressure?,0.9189130008069455,0.08108703180243992,nonGP_improb,GP_question
3840,Qwen/Qwen2.5-72B,While the public cheered the team left the restaurant.,Did the team leave the restaurant?,0.7727016006774647,0.227298457293319,GP_prob,simple_question
3841,Qwen/Qwen2.5-72B,While the public cheered the team left the restaurant.,Did the public cheer the team?,0.27571430935398666,0.724285719458976,GP_prob,GP_question
3842,Qwen/Qwen2.5-72B,While the public cheered the rats left the restaurant.,Did the rats leave the restaurant?,0.7178524971607203,0.2821474071908696,GP_improb,simple_question
3843,Qwen/Qwen2.5-72B,While the public cheered the rats left the restaurant.,Did the public cheer the rats?,0.7250027801910477,0.2749972658665456,GP_improb,GP_question
3844,Qwen/Qwen2.5-72B,The team left the restaurant while the public cheered.,Did the team leave the restaurant?,0.8506751321865522,0.1493248834007268,nonGP_prob,simple_question
3845,Qwen/Qwen2.5-72B,The team left the restaurant while the public cheered.,Did the public cheer the team?,0.2694542360445453,0.7305457673078308,nonGP_prob,GP_question
3846,Qwen/Qwen2.5-72B,The rats left the restaurant while the public cheered.,Did the rats leave the restaurant?,0.85646420737271,0.1435358870621073,nonGP_improb,simple_question
3847,Qwen/Qwen2.5-72B,The rats left the restaurant while the public cheered.,Did the public cheer the rats?,0.5451787006174698,0.4548213850684988,nonGP_improb,GP_question
3848,Qwen/Qwen2.5-72B,While the cleaner mopped the floor was filled with stains.,Was the floor filled with stains?,0.6610093052315733,0.33899068175412594,GP_prob,simple_question
3849,Qwen/Qwen2.5-72B,While the cleaner mopped the floor was filled with stains.,Did the cleaner mop the floor?,0.4560069964200437,0.5439929427485595,GP_prob,GP_question
3850,Qwen/Qwen2.5-72B,While the cleaner mopped the ceiling was filled with stains.,Was the ceiling filled with stains?,0.7145670826357673,0.2854328502543666,GP_improb,simple_question
3851,Qwen/Qwen2.5-72B,While the cleaner mopped the ceiling was filled with stains.,Did the cleaner mop the ceiling?,0.7649848671594981,0.23501523047906403,GP_improb,GP_question
3852,Qwen/Qwen2.5-72B,The floor was filled with stains while the cleaner mopped.,Was the floor filled with stains?,0.6886032702368539,0.3113967420014916,nonGP_prob,simple_question
3853,Qwen/Qwen2.5-72B,The floor was filled with stains while the cleaner mopped.,Did the cleaner mop the floor?,0.15650881847582454,0.8434912113214068,nonGP_prob,GP_question
3854,Qwen/Qwen2.5-72B,The ceiling was filled with stains while the cleaner mopped.,Was the ceiling filled with stains?,0.7483198535869633,0.25168020795654655,nonGP_improb,simple_question
3855,Qwen/Qwen2.5-72B,The ceiling was filled with stains while the cleaner mopped.,Did the cleaner mop the ceiling?,0.8477609887706592,0.15223892167250597,nonGP_improb,GP_question
3856,Qwen/Qwen2.5-72B,While the chef cooked the meal impressed the couple.,Did the meal impress the couple?,0.6899990588722176,0.31000093430722586,GP_prob,simple_question
3857,Qwen/Qwen2.5-72B,While the chef cooked the meal impressed the couple.,Did the chef cook the meal?,0.31182563341678105,0.6881743389581061,GP_prob,GP_question
3858,Qwen/Qwen2.5-72B,While the chef cooked the cat impressed the couple.,Did the cat impress the couple?,0.8262441207300526,0.17375598877127985,GP_improb,simple_question
3859,Qwen/Qwen2.5-72B,While the chef cooked the cat impressed the couple.,Did the chef cook the cat?,0.8481347564877666,0.1518651479930213,GP_improb,GP_question
3860,Qwen/Qwen2.5-72B,The meal impressed the couple while the chef cooked.,Did the meal impress the couple?,0.8974201292828639,0.10257989415472935,nonGP_prob,simple_question
3861,Qwen/Qwen2.5-72B,The meal impressed the couple while the chef cooked.,Did the chef cook the meal?,0.1888166269869309,0.8111832358481479,nonGP_prob,GP_question
3862,Qwen/Qwen2.5-72B,The cat impressed the couple while the chef cooked.,Did the cat impress the couple?,0.910201741735591,0.08979838083906166,nonGP_improb,simple_question
3863,Qwen/Qwen2.5-72B,The cat impressed the couple while the chef cooked.,Did the chef cook the cat?,0.9339004921548479,0.06609944220824104,nonGP_improb,GP_question
3864,Qwen/Qwen2.5-72B,While the child finished the homework waited on the table.,Did the homework wait on the table?,0.37510148954550004,0.6248986026880203,GP_prob,simple_question
3865,Qwen/Qwen2.5-72B,While the child finished the homework waited on the table.,Did the child finish the homework?,0.5306308945776834,0.46936911993475405,GP_prob,GP_question
3866,Qwen/Qwen2.5-72B,While the child finished the tax forms waited on the table.,Did the tax forms wait on the table?,0.44272626373390267,0.5572738284190706,GP_improb,simple_question
3867,Qwen/Qwen2.5-72B,While the child finished the tax forms waited on the table.,Did the child finish the tax forms?,0.6291852351685634,0.3708148017618669,GP_improb,GP_question
3868,Qwen/Qwen2.5-72B,The homework waited on the table while the child finished.,Did the homework wait on the table?,0.8494805877576255,0.15051944656610772,nonGP_prob,simple_question
3869,Qwen/Qwen2.5-72B,The homework waited on the table while the child finished.,Did the child finish the homework?,0.8046482088808915,0.19535171306165466,nonGP_prob,GP_question
3870,Qwen/Qwen2.5-72B,The tax forms waited on the table while the child finished.,Did the tax forms wait on the table?,0.8443161465227149,0.15568396761437597,nonGP_improb,simple_question
3871,Qwen/Qwen2.5-72B,The tax forms waited on the table while the child finished.,Did the child finish the tax forms?,0.8723485957082886,0.12765147601419358,nonGP_improb,GP_question
3872,Qwen/Qwen2.5-72B,While the student knitted the sweater sold to the highest bidder.,Did the sweater sell to the highest bidder?,0.6121592371882798,0.3878408398762119,GP_prob,simple_question
3873,Qwen/Qwen2.5-72B,While the student knitted the sweater sold to the highest bidder.,Did the student knit the sweater?,0.3443604937720437,0.6556394778563117,GP_prob,GP_question
3874,Qwen/Qwen2.5-72B,While the student knitted the painting sold to the highest bidder.,Did the painting sell to the highest bidder?,0.8084957003734417,0.19150425139868332,GP_improb,simple_question
3875,Qwen/Qwen2.5-72B,While the student knitted the painting sold to the highest bidder.,Did the student knit the painting?,0.8447832472383965,0.15521668378374898,GP_improb,GP_question
3876,Qwen/Qwen2.5-72B,The sweater sold to the highest bidder while the student knitted.,Did the sweater sell to the highest bidder?,0.8717483689765686,0.12825164733868633,nonGP_prob,simple_question
3877,Qwen/Qwen2.5-72B,The sweater sold to the highest bidder while the student knitted.,Did the student knit the sweater?,0.6729185801278135,0.3270814471434278,nonGP_prob,GP_question
3878,Qwen/Qwen2.5-72B,The painting sold to the highest bidder while the student knitted.,Did the painting sell to the highest bidder?,0.9014932266782125,0.0985068221046248,nonGP_improb,simple_question
3879,Qwen/Qwen2.5-72B,The painting sold to the highest bidder while the student knitted.,Did the student knit the painting?,0.9146785641008961,0.0853214232321875,nonGP_improb,GP_question
3880,Qwen/Qwen2.5-72B,While the astronomer observed the comet lit up the room.,Did the comet light up the room?,0.6611325334356479,0.3388674034089618,GP_prob,simple_question
3881,Qwen/Qwen2.5-72B,While the astronomer observed the comet lit up the room.,Did the astronomer observe the comet?,0.24724482873498488,0.7527552120491237,GP_prob,GP_question
3882,Qwen/Qwen2.5-72B,While the astronomer observed the lightbulb lit up the room.,Did the lightbulb light up the room?,0.7861602984607998,0.21383964592386562,GP_improb,simple_question
3883,Qwen/Qwen2.5-72B,While the astronomer observed the lightbulb lit up the room.,Did the astronomer observe the lightbulb?,0.3798051050258806,0.6201949112917191,GP_improb,GP_question
3884,Qwen/Qwen2.5-72B,The comet lit up the room while the astronomer observed.,Did the comet light up the room?,0.9205767287069193,0.07942334364122772,nonGP_prob,simple_question
3885,Qwen/Qwen2.5-72B,The comet lit up the room while the astronomer observed.,Did the astronomer observe the comet?,0.15958755487217147,0.8404124565829534,nonGP_prob,GP_question
3886,Qwen/Qwen2.5-72B,The lightbulb lit up the room while the astronomer observed.,Did the lightbulb light up the room?,0.9332735230486833,0.06672642130140893,nonGP_improb,simple_question
3887,Qwen/Qwen2.5-72B,The lightbulb lit up the room while the astronomer observed.,Did the astronomer observe the lightbulb?,0.7324506963241362,0.26754927001024953,nonGP_improb,GP_question
3888,Qwen/Qwen2.5-72B,While the players started the game bored the children.,Did the game bore the children?,0.3497544962096981,0.6502455064731834,GP_prob,simple_question
3889,Qwen/Qwen2.5-72B,While the players started the game bored the children.,Did the players start the game?,0.43724015800793836,0.5627597788884486,GP_prob,GP_question
3890,Qwen/Qwen2.5-72B,While the players started the lesson bored the children.,Did the lesson bore the children?,0.45994748333396274,0.5400524696281366,GP_improb,simple_question
3891,Qwen/Qwen2.5-72B,While the players started the lesson bored the children.,Did the players start the lesson?,0.37881750766901945,0.6211825184079771,GP_improb,GP_question
3892,Qwen/Qwen2.5-72B,The game bored the children while the players started.,Did the game bore the children?,0.7926195750064835,0.20738044041983628,nonGP_prob,simple_question
3893,Qwen/Qwen2.5-72B,The game bored the children while the players started.,Did the players start the game?,0.3600063719467599,0.639993631846437,nonGP_prob,GP_question
3894,Qwen/Qwen2.5-72B,The lesson bored the children while the players started.,Did the lesson bore the children?,0.8204958226876897,0.17950422533784405,nonGP_improb,simple_question
3895,Qwen/Qwen2.5-72B,The lesson bored the children while the players started.,Did the players start the lesson?,0.8151336765411941,0.18486636708320248,nonGP_improb,GP_question
3896,Qwen/Qwen2.5-72B,While the professor taught the students looked at the board.,Did the students look at the board?,0.8525786140219225,0.1474214285985127,GP_prob,simple_question
3897,Qwen/Qwen2.5-72B,While the professor taught the students looked at the board.,Did the professor teach the students?,0.2181257168175108,0.7818742718943668,GP_prob,GP_question
3898,Qwen/Qwen2.5-72B,While the professor taught the puppies looked at the board.,Did the puppies look at the board?,0.8036764173123174,0.19632352916441675,GP_improb,simple_question
3899,Qwen/Qwen2.5-72B,While the professor taught the puppies looked at the board.,Did the professor teach the puppies?,0.8057698357036998,0.19423008691285304,GP_improb,GP_question
3900,Qwen/Qwen2.5-72B,The students looked at the board while the professor taught.,Did the students look at the board?,0.9275894346428686,0.07241061948186811,nonGP_prob,simple_question
3901,Qwen/Qwen2.5-72B,The students looked at the board while the professor taught.,Did the professor teach the students?,0.16394685873582304,0.8360531363489372,nonGP_prob,GP_question
3902,Qwen/Qwen2.5-72B,The puppies looked at the board while the professor taught.,Did the puppies look at the board?,0.9100987927517963,0.08990128455674373,nonGP_improb,simple_question
3903,Qwen/Qwen2.5-72B,The puppies looked at the board while the professor taught.,Did the professor teach the puppies?,0.6996699381448792,0.3003300846365846,nonGP_improb,GP_question
3904,Qwen/Qwen2.5-72B,While the pianist practiced the melody echoed through the hall.,Did the melody echo through the hall?,0.887743768904329,0.11225634093253944,GP_prob,simple_question
3905,Qwen/Qwen2.5-72B,While the pianist practiced the melody echoed through the hall.,Did the pianist practice the melody?,0.12380272722050734,0.8761971812250522,GP_prob,GP_question
3906,Qwen/Qwen2.5-72B,While the pianist practiced the vacuum echoed through the hall.,Did the vacuum echo through the hall?,0.8526155522649788,0.14738443294986325,GP_improb,simple_question
3907,Qwen/Qwen2.5-72B,While the pianist practiced the vacuum echoed through the hall.,Did the pianist practice the vacuum?,0.842524600731906,0.1574753766341246,GP_improb,GP_question
3908,Qwen/Qwen2.5-72B,The melody echoed through the hall while the pianist practiced.,Did the melody echo through the hall?,0.9228155610833255,0.07718447739061318,nonGP_prob,simple_question
3909,Qwen/Qwen2.5-72B,The melody echoed through the hall while the pianist practiced.,Did the pianist practice the melody?,0.13147623863040536,0.8685237692495775,nonGP_prob,GP_question
3910,Qwen/Qwen2.5-72B,The vacuum echoed through the hall while the pianist practiced.,Did the vacuum echo through the hall?,0.8475045826435235,0.15249541693614788,nonGP_improb,simple_question
3911,Qwen/Qwen2.5-72B,The vacuum echoed through the hall while the pianist practiced.,Did the pianist practice the vacuum?,0.9188582815922075,0.0811417896550779,nonGP_improb,GP_question
3912,Qwen/Qwen2.5-72B,While the couple left the bar buzzed with activity.,Did the bar buzz with activity?,0.5711690504751914,0.4288310659361656,GP_prob,simple_question
3913,Qwen/Qwen2.5-72B,While the couple left the bar buzzed with activity.,Did the couple leave the bar?,0.4440954371382304,0.5559044610467936,GP_prob,GP_question
3914,Qwen/Qwen2.5-72B,While the couple left the hive buzzed with activity.,Did the hive buzz with activity?,0.6364300322046574,0.36357003247243114,GP_improb,simple_question
3915,Qwen/Qwen2.5-72B,While the couple left the hive buzzed with activity.,Did the couple leave the hive?,0.5041880422657243,0.49581194320387567,GP_improb,GP_question
3916,Qwen/Qwen2.5-72B,The bar buzzed with activity while the couple left.,Did the bar buzz with activity?,0.7629475258740968,0.23705250002361566,nonGP_prob,simple_question
3917,Qwen/Qwen2.5-72B,The bar buzzed with activity while the couple left.,Did the couple leave the bar?,0.33495755267394145,0.6650424892652609,nonGP_prob,GP_question
3918,Qwen/Qwen2.5-72B,The hive buzzed with activity while the couple left.,Did the hive buzz with activity?,0.8111828193416386,0.1888172333905267,nonGP_improb,simple_question
3919,Qwen/Qwen2.5-72B,The hive buzzed with activity while the couple left.,Did the couple leave the hive?,0.5735654588568906,0.42643449789432,nonGP_improb,GP_question
3920,Qwen/Qwen2.5-72B,While the gardener harvested the tomatoes hanged on the vine.,Did the tomatoes hang on the vine?,0.5897368811315573,0.4102630992420373,GP_prob,simple_question
3921,Qwen/Qwen2.5-72B,While the gardener harvested the tomatoes hanged on the vine.,Did the gardener harvest the tomatoes?,0.3533542538369545,0.6466457691867618,GP_prob,GP_question
3922,Qwen/Qwen2.5-72B,While the gardener harvested the chrysalis hanged on the vine.,Did the chrysalis hang on the vine?,0.6769209140222756,0.3230790767956293,GP_improb,simple_question
3923,Qwen/Qwen2.5-72B,While the gardener harvested the chrysalis hanged on the vine.,Did the gardener harvest the chrysalis?,0.3892859423402655,0.6107140769363468,GP_improb,GP_question
3924,Qwen/Qwen2.5-72B,The tomatoes hanged on the vine while the gardener harvested.,Did the tomatoes hang on the vine?,0.7698152910943463,0.23018468539576986,nonGP_prob,simple_question
3925,Qwen/Qwen2.5-72B,The tomatoes hanged on the vine while the gardener harvested.,Did the gardener harvest the tomatoes?,0.6078724669912248,0.39212758158123506,nonGP_prob,GP_question
3926,Qwen/Qwen2.5-72B,The chrysalis hanged on the vine while the gardener harvested.,Did the chrysalis hang on the vine?,0.882136658620766,0.11786338539768337,nonGP_improb,simple_question
3927,Qwen/Qwen2.5-72B,The chrysalis hanged on the vine while the gardener harvested.,Did the gardener harvest the chrysalis?,0.9043547325556176,0.09564520999586534,nonGP_improb,GP_question
3928,Qwen/Qwen2.5-72B,While the horse pulled the cart moved silently.,Did the cart move silently?,0.5940346930776741,0.40596536082709633,GP_prob,simple_question
3929,Qwen/Qwen2.5-72B,While the horse pulled the cart moved silently.,Did the horse pull the cart?,0.3711158866085569,0.6288841259290621,GP_prob,GP_question
3930,Qwen/Qwen2.5-72B,While the horse pulled the submarine moved silently.,Did the submarine move silently?,0.6803882224842255,0.3196117434447743,GP_improb,simple_question
3931,Qwen/Qwen2.5-72B,While the horse pulled the submarine moved silently.,Did the horse pull the submarine?,0.6372759979556548,0.36272400897644275,GP_improb,GP_question
3932,Qwen/Qwen2.5-72B,The cart moved silently while the horse pulled.,Did the cart move silently?,0.8584967982269518,0.14150318258075245,nonGP_prob,simple_question
3933,Qwen/Qwen2.5-72B,The cart moved silently while the horse pulled.,Did the horse pull the cart?,0.15238671221055,0.8476132243627035,nonGP_prob,GP_question
3934,Qwen/Qwen2.5-72B,The submarine moved silently while the horse pulled.,Did the submarine move silently?,0.8383057780481522,0.16169433466151162,nonGP_improb,simple_question
3935,Qwen/Qwen2.5-72B,The submarine moved silently while the horse pulled.,Did the horse pull the submarine?,0.8765230136150421,0.12347694777685092,nonGP_improb,GP_question
3936,Qwen/Qwen2.5-72B,The child giggled with delight while Jim bathed.,Did the child giggle with delight?,0.8845632580257643,0.11543669117733302,nonGP_reflexive,simple_question
3937,Qwen/Qwen2.5-72B,The child giggled with delight while Jim bathed.,Did Jim bathe the child?,0.20243582015904948,0.7975642434214478,nonGP_reflexive,GP_question
3938,Qwen/Qwen2.5-72B,The baboons sat in the grass while the chimps groomed.,Did the baboons sit in the grass?,0.9140440720486822,0.08595591962295757,nonGP_reflexive,simple_question
3939,Qwen/Qwen2.5-72B,The baboons sat in the grass while the chimps groomed.,Did the chimps groom the baboons?,0.5318785344213097,0.46812151396557056,nonGP_reflexive,GP_question
3940,Qwen/Qwen2.5-72B,The car sat in the driveway while Frank dried off.,Did the car sit in the driveway?,0.8868795491632682,0.11312050856581024,nonGP_reflexive,simple_question
3941,Qwen/Qwen2.5-72B,The car sat in the driveway while Frank dried off.,Did Frank dry off the car?,0.863231304697031,0.1367686359817526,nonGP_reflexive,GP_question
